article_id	talk_page_id	talk_page_title
15280390	15280390	Talk:The_Gates_of_Sleep
24857035	24857035	Talk:Lu_Guang_(painter)
23660754	23660754	User_talk:87.116.29.129
35286759	35286759	User_talk:E.Maturin
42626048	42626048	User_talk:Philanthropist_1001
41595360	41595360	Talk:1979_World_Taekwondo_Championships
25709815	25709815	User_talk:Romester101
15472284	15472284	User_talk:68.44.71.114
15773379	15773379	Talk:Paradise_Hill,_Saskatchewan
15959960	15959960	Talk:Twin_Prime_Search
24266634	24266634	User_talk:71.153.168.117
24700417	24700417	User_talk:41.185.100.149
10202024	10202024	User_talk:775GearsOfWar775
30445071	30445071	Talk:List_of_schools_in_North_Charleston,_South_Carolina
36642593	36642593	User_talk:220.233.46.108
10133184	10133184	Talk:Mbum_languages
33123143	33123143	User_talk:Oddacon
14562283	14562283	Talk:Cechenena_helops
14351490	14351490	User_talk:75.84.196.25
20360081	20360081	Talk:Roger_A._Caras
17936758	17936758	Talk:Ivo_Štakula
26657961	26657961	User_talk:119.111.81.198
31142292	31142292	User_talk:110.174.193.107
18554340	18554340	User_talk:203.87.176.8
39049978	39049978	User_talk:146.110.132.254
27594679	27594679	Talk:Farm_to_Market_Road_1378
6378173	6378173	Talk:Lexington,_Texas
26607042	26607042	User_talk:Lizzard388
45049137	45049137	Talk:Metasia_grootbergensis
45926691	45926691	User_talk:Klumpp~enwiki
21275996	21275996	Talk:Jarinko_Chie
13607808	13607808	Talk:KPNO
30169048	28544121	Talk:Baku_International_Sea_Trade_Port
30005844	30005844	User_talk:67.183.20.117
26945322	26945322	User_talk:204.56.167.91
1495437	1495437	Talk:Muhammad/Archive_1
42249096	42249096	Talk:Badminton_at_the_2014_Commonwealth_Games
9915289	9915289	User_talk:121.44.236.252
20606179	20606179	User_talk:70.108.161.229
27148077	27148077	Talk:Olivella_drangai
18976436	18976436	Talk:IBM_TXSeries
20944988	20944988	User_talk:72.76.29.239
3855071	3855071	Talk:Harold_&_Kumar_Escape_from_Guantanamo_Bay
31045582	31045582	User_talk:134.32.21.103
31402704	31402704	User_talk:Cult_of_rina
18954683	18954683	Talk:Rəsulzadə
31905934	31905934	User_talk:Lowcarboneconomy
30514580	30514580	Talk:Paduwangoda
41394911	41394911	Talk:Fathabad,_Khatam
14949116	14949116	Talk:Charlotte_Riddell
3968736	3968736	User_talk:Danjp123
40016664	40016664	Talk:Słonowice
28951257	28951257	User_talk:124.171.212.107
36272160	36272160	Talk:Epsilon_Circini
20101867	20101867	User_talk:Stevoboi
22056148	21752329	Talk:Todas_as_Ruas_do_Amor
33012737	32182138	Talk:Blacks_Fork,_Utah
5220595	5220595	User_talk:71.149.166.252
39880202	39880202	Talk:Tatsuyoshi
2997921	21290909	Talk:Royal_Rumble/Archive_1
2997921	2997921	Talk:Royal_Rumble
22581004	22581004	Talk:Miloš_Šćepanović
20134701	10161307	Talk:Igor_Đurić_(Serbian_footballer)
31376167	31376167	Talk:Church_of_St_John_the_Evangelist,_Cheetham_Hill
14515195	14515195	User_talk:72.148.245.197
3739390	3739390	User_talk:Mfmoran
39089350	39089350	User_talk:60.230.204.196
24001303	24001303	User_talk:222.127.91.75
25971262	25971262	User_talk:86.2.41.9
36097650	36097650	User_talk:Joshk12
4205343	4205343	User_talk:Ellis2ca
30630319	30630319	User_talk:Hmate9
17276658	17276658	User_talk:142.30.154.49
23804184	23804184	Talk:Turtle_Bay,_Oahu
32688234	32688234	User_talk:182.71.101.170
44892478	13750847	Talk:Paul_Williams_(wide_receiver)
4859518	4859518	Talk:Rhaetian_Railway
37580224	37580224	User_talk:79.78.249.188
19259737	19259737	Talk:La_Voyageuse
10343195	10343195	User_talk:81.208.83.235
24410482	24410482	User_talk:82.28.70.149
30017218	30017218	Talk:United_States_Senate_election_in_Mississippi,_2000
22259467	22259467	User_talk:Intheknow24
43757592	43757592	User_talk:24.91.77.22
32001606	32001606	Talk:Open_Marxism
35042015	35042015	Talk:Cyclophora_urcearia
36719046	36719046	User_talk:59.90.86.143
21659493	21659493	User_talk:65.10.164.86
38416358	38416358	User_talk:74.179.56.243
46871068	46871068	User_talk:Mrdumo/TWA/Earth
821926	6687635	Talk:Kingdom_of_Judah/archive1
821926	821926	Talk:Kingdom_of_Judah
47542154	47542154	User_talk:Babies_de_Hen
38359144	38359144	Talk:Autoparallel
41308468	41308468	Talk:Wat_Ratchaburana,_Ayutthaya
41395682	41395682	User_talk:Wren15
19092247	19092247	User_talk:Ikky08
15241466	15241466	Talk:Bob_O'Brien
38211111	38211111	Talk:Brad_Armstrong_(Home_and_Away)
46138929	46138929	User_talk:Tobias2202~enwiki
14061479	14061479	Talk:Bennington_Free_Library
13013976	13013976	Talk:It's_Over_Now_(Cause_&_Effect_song)
37578608	37578608	User_talk:109.158.191.159
36979358	36979358	Talk:18th_Arizona_Territorial_Legislature
36847702	36847702	Talk:Ashley_Field
34115765	17863361	Talk:Puru_(artist)
5701821	5701821	Talk:Mt._Spokane_High_School
9278858	9278858	Talk:Love_Bites_(album)
29560194	29560194	Talk:Centre_Sportif_Bois-de-Boulogne
16370612	16370612	Talk:Twenty-Second_Army_(Japan)
31461893	31461893	User_talk:Gush01
39942193	39942193	User_talk:106.192.27.210
45331647	45331647	User_talk:101.217.217.112
31400745	31293161	Talk:Porepunkah_railway_station
17466148	17466148	User_talk:Danster3461
30212294	30212294	Talk:Districts_of_Fiji
17306631	6574149	Talk:Ryan_Jones
31602021	31602021	User_talk:60.48.218.48
45765569	45765569	User_talk:Bernadete~enwiki
27071971	27071971	User_talk:82.24.26.167
26323895	26323895	User_talk:194.158.204.86
29184393	29184393	Talk:Wesu_District_Hospital
13516632	13516632	User_talk:Ericroxas
8552897	6841990	Talk:Hinduism/Archive_9
28661934	28661934	Talk:1989_ICF_Canoe_Slalom_World_Championships
35771233	35771233	Talk:Zadetkyi
281389	281389	Talk:Hamilton,_Alabama
35597872	35597872	Talk:Internet_campaign
10682317	10682317	Talk:John_P._S._Gobin
19444277	19444277	Talk:Gmina_Gielniów
13310115	13310115	Talk:British_Journal_of_Cancer
7839353	7839353	User_talk:74.115.70.53
19954453	19954453	Talk:Meredith_Hunter_(politician)
45784800	45784800	User_talk:Byronlee~enwiki
26534469	17253032	Talk:Climate_change_denial/Archive_9
5839910	5839910	User_talk:Jjtanwar
34873380	34873380	User_talk:86.135.65.84
19409319	19409319	User_talk:222.101.9.202
39540863	39540863	User_talk:Nepalikura
4188213	4188213	Talk:Pacific_Coliseum
8171949	8171949	Talk:Phase_problem
46271491	5440007	Talk:Academy_of_Natural_Sciences_of_Drexel_University
21470517	21470517	Talk:Harry_Griffiths_(footballer,_born_1912)
33354498	33354498	Talk:2011_Royal_Bank_of_Scotland_Challenger_–_Singles
20492650	20492650	User_talk:Ichigo123
15077701	15077701	User_talk:Tifaret
25103846	25103846	User_talk:86.44.192.59
14109705	14109705	Talk:Keerti_Gaekwad_Kelkar
32007681	32007681	User_talk:Pujavora
27775198	27775198	Talk:20th_Century_Masters:_The_Millennium_Collection_(Unwritten_Law_album)
9710015	9710015	Talk:List_of_Australian_Touring_Car_and_V8_Supercar_champions
45177980	45177980	Talk:Sehrou_Guirassy
13383528	13383528	User_talk:Sabrianner
41955032	41955032	User_talk:92.21.52.159
1996582	23424511	Talk:Battle_of_Britain_(film)/Archive_1
1996582	1996582	Talk:Battle_of_Britain_(film)
24510080	24510080	User_talk:173.56.3.67
33099893	33099893	Talk:Eduardo_Herrera_(footballer)
36904407	36904407	Talk:Walter_Glaß
33746384	33746384	User_talk:62.83.2.50
28637210	28637210	Talk:White_Briar,_Delaware
22855378	22855378	Talk:Outline_of_Jordan
10479298	10479298	Talk:Odo_IV,_Duke_of_Burgundy
6764135	6764135	Talk:MV_Acavus
36612660	36612660	User_talk:Fayadakya
30171487	30171487	Talk:Harry_Fechner
32144845	32139004	Talk:360:_Three_Sixty
31461240	31461240	User_talk:74.13.93.127
16430564	16430564	Talk:Geoffrey_Smith_(gardener)
23370137	23370137	User_talk:Warreniraq
42603312	42603312	User_talk:Frozenfish.gw2
15239069	15239069	Talk:Andrzej_Dziubek
16838494	16838494	User_talk:74.130.94.196
29105156	29105156	Talk:Avgorou
35175877	35175877	User_talk:70.228.74.168
13430213	13430213	Talk:Russian_Bible_Society
24841336	27150281	Talk:The_Next_Three_Days/Archive_1
24841336	24841336	Talk:The_Next_Three_Days
19516526	19516526	Talk:Compagnia_Aerea_Italiana
17995227	17995227	Talk:The_Carnegie_Foundation
16936232	16936232	User_talk:75.62.0.249
4543838	4543838	Talk:U.S._Città_di_Palermo
45786018	45786018	User_talk:Cakama~enwiki
6756916	6756916	User_talk:75.3.175.74
18399245	18399245	Talk:Peloneustes
17356448	17356448	User_talk:70.52.230.207
315694	315694	Talk:Convulsive_therapy
29116050	29116050	Talk:List_of_2005_This_American_Life_episodes
21794614	21794614	User_talk:67.212.23.4
9990215	9990215	Talk:Gouania_vitifolia
19230071	19230071	User_talk:61.217.224.44
41509042	41509042	Talk:Ju-Chin_Chu
24553716	24553716	User_talk:69.183.19.130
25089047	25089047	User_talk:201.218.100.121
4819675	4819675	User_talk:IAmTheEggman
35832285	35832285	Talk:TMEM131
30170590	30170590	User_talk:Kennyputers
15411971	15411971	User_talk:Wellknownturtleearwax
45301772	45301772	User_talk:Redomar101
25882259	25882259	User_talk:64.223.120.182
5918903	21308864	User_talk:Shirt58/Archive_1
5918903	25916375	User_talk:Shirt58/Archive_2
5918903	28308150	User_talk:Shirt58/Archive_3
5918903	29731250	User_talk:Shirt58/Archive_4
5918903	31238196	User_talk:Shirt58/Archive_5
5918903	31637689	User_talk:Shirt58/Archive_6
5918903	31902168	User_talk:Shirt58/Archive_7
5918903	33634490	User_talk:Shirt58/Archive_8
5918903	35527778	User_talk:Shirt58/The_Cockatoo_Incident
5918903	35528031	User_talk:Shirt58/Archive_9
5918903	36263145	User_talk:Shirt58/Archive_10
5918903	36873679	User_talk:Shirt58/Archive_11
5918903	37160316	User_talk:Shirt58/September_2012_book_cover_deletions
5918903	37400005	User_talk:Shirt58/Archive_12
5918903	40494617	User_talk:Shirt58/Archive_12A
5918903	38147748	User_talk:Shirt58/Archive_13
5918903	41257007	User_talk:Shirt58/Archive_14
5918903	42455596	User_talk:Shirt58/Archive_15
5918903	45061234	User_talk:Shirt58/Archive_16
5918903	47382303	User_talk:Shirt58/Archive_17
5918903	5918903	User_talk:Shirt58
22297495	22297495	User_talk:173.3.32.79
19111294	19111294	User_talk:71.165.132.148
3229130	3229130	User_talk:220.239.181.144
10129597	10129597	Talk:Temeni
27775843	16645790	Talk:List_of_ECHR_cases_concerning_legal_ethics
40120790	40120790	Talk:Bulgarian_phonology
10498860	10498860	Talk:The_Rakamonie_EP
46689665	46689665	User_talk:2607:FCC8:C540:4F00:9472:87A6:ECBF:E8E5
17662266	17662266	User_talk:Laurigrey
11015679	11015679	User_talk:Mrmcminn
34560735	34560735	User_talk:66.119.84.20
10514200	10514200	Talk:Norfolk_Island_national_rugby_league_team
29459718	14735534	Talk:Battle_of_Dagu_Forts_(1900)
39486648	39486648	User_talk:Luisgrock
10321646	10321646	Talk:Types_of_Inertia
45436864	45436864	User_talk:Albertosthewilliyono
32572102	32572102	User_talk:Mhahnel
35732240	35732240	Talk:Bib_(tribe)
15714579	15714579	Talk:Westerheim,_Bavaria
44353004	44353004	User_talk:2602:306:BD61:E0F0:E835:AD18:9168:84EF
32422128	32422128	Talk:Bob_Dawson_(footballer)
40352387	40352387	Talk:2013_Men's_Hockey_Asia_Cup
31180087	31180087	User_talk:Phonedigs
41309749	41309749	User_talk:108.0.108.248
26128475	26128475	Talk:Reuben_Jasper_Phillips
28451092	28451092	Talk:Defeat_You
24151080	24151080	Talk:Astha
16583754	16583754	User_talk:70.156.73.123
5019464	5019464	Talk:Berserk!
24141138	24141138	User_talk:Foucault12221112
44132782	44132782	User_talk:Lord_Ali_Chaudhry/sandbox
26247828	26247828	User_talk:Abgoto
32195488	32195488	Talk:I_Hope_Like_Heck
24424246	24424246	User_talk:64.107.44.50
24264111	24264111	Talk:Pap_Dean
19829485	19829485	User_talk:81.154.164.172
19348262	19348262	Talk:Shandril_Shessair
41285679	41285679	User_talk:Jianhui67/Archive_December_2013
34248145	34248145	Talk:Personal_Ordinariate_of_the_Chair_of_Saint_Peter
10652182	10652182	Talk:Clarkesville,_Georgia
12679603	12679603	User_talk:Nicholas_Moore
18071356	18071356	Talk:Julio_Losada
21787491	21787491	User_talk:Narinder_poria
21989294	21989294	User_talk:Bennington200
30075495	30075495	User_talk:200.62.83.242
45843690	45843690	User_talk:Eufemia~enwiki
35233732	35233732	User_talk:70.59.230.208
10519430	10519430	Talk:Sutton_Courtenay
27624611	27624611	User_talk:Dynamixmech
6403413	6403413	Talk:Texas_State_Highway_50
39660338	39660338	User_talk:Djevrek~enwiki
17953219	17953219	Talk:Azureus
43997765	43997765	User_talk:Phototronix
35541940	35541940	Talk:Harm_avoidance
31365382	31365382	User_talk:Selxxa
15805427	15805427	Talk:Certified_Interconnect_Designer
1447292	1447292	Talk:Doug_Rogers_(judoka)
43621407	43621407	User_talk:86.137.31.132
25338449	25338449	Talk:Nic_Cramer
16235169	16235169	Talk:Mount_Massif
39456713	39456713	User_talk:82.33.17.163
37414901	37414901	User_talk:108.236.105.68
7053218	7053218	Talk:Alexander_McDonell_(politician)
26854870	26854870	User_talk:Viahossein
36862379	27385891	Talk:National_football_centre
24878967	24878967	User_talk:96.242.10.223
13937530	13937530	Talk:Bounce_(Sarah_Connor_song)
31517065	31517065	User_talk:98.249.180.54
20286872	20286872	Talk:Dade
10614674	10614674	User_talk:Miizii
7228560	7228560	User_talk:85.103.87.27
39630293	39630293	Talk:Houston_Aces
33863595	33863595	Talk:List_of_eschatological_topics
6108363	6108363	Talk:Peter_Tunks
9341992	9341992	Talk:Falgun_Music
19291291	19291291	Talk:Second_Persian_conquest_of_Egypt
11332070	11332070	User_talk:Holden93
27975292	27975292	Talk:Global_civics
19069250	19069250	Talk:Ocean_City_School_District
916253	916253	Talk:Sokollu_Mehmed_Pasha
7573032	7573032	Talk:San_Francisco_Oracle
20255936	20255936	Talk:Bosnia_(disambiguation)
35893529	35893529	User_talk:90.202.145.146
4336387	4336387	User_talk:Res_q68
35983808	35983808	User_talk:86.143.37.68
19010269	19010269	Talk:Koło,_Łódź_Voivodeship
6203703	6203703	Talk:Butterfly_(KCR)
41306041	41306041	User_talk:PK_8143
30418397	30418397	Talk:List_of_Dempsey_and_Makepeace_episodes
35448564	35448564	Talk:List_of_massacres_in_Thailand
15143859	15143859	User_talk:Ortogal~enwiki
38322621	38322621	User_talk:Nnmorgan1
45763240	45763240	User_talk:Ballum~enwiki
20214060	20214060	User_talk:71.115.151.211
20491270	20491270	Talk:Vilkitsky
10298068	10298068	Talk:Röhrnbach
25772027	25772027	Talk:Sporting_News_College_Football_Coach_of_the_Year
6134943	6134943	User_talk:Transitalk
35711944	35711944	User_talk:Thedanager
14672639	14672639	User_talk:81.137.22.185
33101423	33101423	Talk:The_Unholy_Grail
44558404	44558404	User_talk:50.165.150.76
33756490	33756490	User_talk:115.115.68.100
29625738	34713115	Talk:.30-06_Springfield/Archive_1
29625738	1426335	Talk:.30-06_Springfield
26428856	26428856	User_talk:67.173.150.52
47006441	47006441	User_talk:BrainStorm53
35678299	35678299	Talk:Sri_Sri_Centre_for_Media_Studies
18478579	18478579	User_talk:88.159.74.211
26841037	26841037	User_talk:90.203.104.7
20345036	20345036	User_talk:76.226.51.203
28067623	28067623	User_talk:117.204.129.14
42219252	42219252	Talk:Dreamers_(album)
20673922	20673922	User_talk:4.224.225.219
28988068	17745007	Talk:1888_Río_de_la_Plata_earthquake
17072620	17072620	Talk:Pardina,_Tulcea
34645114	34645114	User_talk:98.232.130.42
41829402	41829402	Talk:Kondazi
45899438	45899438	User_talk:Hywang~enwiki
19099860	19099860	Talk:Wielopole,_Nowy_Sącz_County
30615118	30615118	Talk:Colpodella
38705287	38705287	Talk:TUGSAT-1
30253750	30253750	User_talk:116.193.134.27
29802293	29802293	User_talk:114.79.55.237
8021160	8021160	Talk:Kuo_Chuan_Presbyterian_Primary_School
16184051	16184051	User_talk:92.4.59.173
20134918	20134918	Talk:Daniel_Mangeas
43327717	43327717	User_talk:Anafrican
12438140	12438140	User_talk:Scriptbot
21860170	21860170	User_talk:80.2.70.121
43356211	43356211	User_talk:39.47.114.146
33244742	33244742	User_talk:110.142.86.80
31549090	31549090	User_talk:Zwrnation
46390482	46390482	User_talk:GwynethMabo
14300985	14300985	Talk:Beat_It_(film)
20205602	20205602	User_talk:71.118.62.185
41186917	41186917	Talk:U_564
18981140	18981140	Talk:2004_Qatar_Open
45847338	45847338	User_talk:Fallangel106~enwiki
46041136	46041136	User_talk:Ramakandra~enwiki
19992670	19992670	User_talk:68.173.184.74
16123597	16123597	User_talk:71.255.104.138
6546856	6546856	Talk:Reuben_Kosgei
34177107	34177107	Talk:William_H._Maynard
27984797	27984797	Talk:Roman_Catholic_Archdiocese_of_Lilongwe
45020207	31283304	Talk:United_States_Telecom_Ass'n_v._FCC
17192282	17192282	User_talk:Ooper
28940011	28940011	User_talk:86.147.38.167
20492626	20492626	Talk:Vpl
25785757	25785757	User_talk:87.217.128.152
28480059	28480059	Talk:Frances_Lincoln_Publishers
40506028	40506028	User_talk:161.185.150.83
24893096	24893096	Talk:Behavior_Genetics_(Journal)
16344368	16344368	User_talk:Russelml
27629814	27629814	Talk:List_of_never_used_railways
42664095	42664095	Talk:Valea_Viilor_fortified_church
30053127	30053127	Talk:Cristian_Heyne
24391936	24391936	Talk:Pierre_Darcourt
27043237	27043237	Talk:Leptothyra_gestroi
2277798	2277798	Talk:Julius_Peppers
1707653	1707653	Talk:Savoy
18416395	18416395	Talk:Cross,_Lewis
44142198	44142198	User_talk:122.221.255.186
31650110	31650110	User_talk:99.254.241.181
31178516	31178516	User_talk:Myrongaines
16073118	16073118	User_talk:Dablyputs
29232442	29232442	Talk:Cayarani_District
434237	434237	Talk:Blake's_7
36098089	36098089	User_talk:107.9.0.217
9182800	9182800	User_talk:Drvalavan
17304418	17304418	User_talk:61.9.147.254
17346208	17346208	User_talk:75.80.238.54
14924595	26018817	Talk:Ávila_(surname)
30316888	30316888	Talk:Unregistered_trademark
15975761	15975761	Talk:D._J._Fitzpatrick
24856351	24856351	User_talk:99.188.151.32
22406282	22406282	User_talk:Larry_T._Farrell
46193026	46193026	User_talk:23.120.226.6
12048081	12048081	User_talk:Sibonakaliso
45178065	45178065	Talk:St._John_F.C.
3553379	3553379	Talk:Darkforce
15743587	15743587	User_talk:70.119.30.54
23809229	23809229	User_talk:Justin_Kath
44928747	44928747	User_talk:2601:A:6680:65A:E494:9BDD:F56A:78C1
45867834	45867834	User_talk:German16~enwiki
20244984	20244984	Talk:At_Carnegie_Hall_(disambiguation)
13605997	13605997	User_talk:71.183.221.106
26200449	26200449	User_talk:Sachamun~enwiki
36316308	36316308	User_talk:89.195.68.177
18455073	18455073	User_talk:Unforgivingshadow
17196106	17196106	User_talk:83.109.63.66
35382115	35382115	Talk:Small_Farmers'_Party_of_Finland
28772457	28772457	User_talk:58.161.170.186
45035160	45035160	Talk:United_States_House_of_Representatives_election_in_Mississippi,_1839
51230	13537735	Talk:Game/Archive_1
51230	51230	Talk:Game
36357832	36357832	Talk:J.H._Manchester_Round_Barn
47437544	47437544	User_talk:Rehaan.alfadil
40632472	34598673	Talk:Blue_parrotfish
17769801	17769801	Talk:Marc_Wilson
44824820	44824820	Talk:Mr_Whippy
15651907	15651907	User_talk:125.99.5.60
6540916	6540916	Talk:Rafael_Hernández_Colón
37276561	37276561	Talk:Pål_Thowsen
11540731	11540731	User_talk:Jfladies
8824297	8824297	User_talk:JustusBowman
28973798	28973798	Talk:Rushern_Baker
39132025	39132025	User_talk:74.105.116.157
21217562	21217562	User_talk:216.15.117.192
42804145	12452394	Talk:Fraser's_forest_flycatcher
42489081	42489081	User_talk:G3stover
43094788	43094788	User_talk:49.202.194.6
31211059	31211059	User_talk:Fart9900
24086688	23857679	Talk:Infamous_Angel
4178068	4178068	Talk:David_Quinn_(Actor)/RFC
24252033	24252033	Talk:François_Roelants_du_Vivier
11733936	11733936	Talk:Crown_of_Ireland_Act_1542
39542713	39542713	User_talk:98.113.151.105
23880933	23880933	User_talk:70.169.193.105
13403575	13403575	Talk:Kouzou_Sasaki
26784925	26784925	Talk:Anaheim_Resort_Transportation
14945541	14945541	User_talk:Shabaman90
10492878	10492878	Talk:Dean_Rockwell
40617349	40617349	User_talk:54.240.220.184
2345477	2345477	User_talk:Caranha
42898303	42898303	User_talk:180.216.72.67
29039181	29039181	Talk:Norton,_Texas
16929250	16929250	User_talk:Migsapig
9785740	9785740	Talk:Miguel_Illescas
23399285	23399285	User_talk:86.11.99.34
2352381	2352381	User_talk:Demaro
8511708	8511708	Talk:Names_of_Macau
9701396	9701396	User_talk:Andrewnollins10106
30796631	18264469	Talk:Breezand,_Zeeland
11778930	11778930	Talk:Exogeny
25877938	25877938	User_talk:139.168.143.142
46222404	46222404	Talk:Aluminum_Manufacturers,_Inc.
41158536	41158536	Talk:A_Boy_Was_Born
19333875	19333875	User_talk:79.97.117.168
23752529	23752529	Talk:William_Thoburn
39411258	39411258	User_talk:112.204.193.162
38453295	38320154	Talk:Sarojini_Naidu-class_extra-fast_patrol_vessel
9369413	9369413	Talk:David_S._Alberts
28860687	28860687	User_talk:Balinger
1562588	1562588	Talk:The_Karate_Kid
8447211	8447211	Talk:Strategic_Air_and_Space_Museum
33392167	33392167	User_talk:Jonnolion
25941860	25941860	Talk:Actihema
22827613	22827613	Talk:Social_Security_debate_(United_States)/Archive1
44893480	44893480	Talk:Bazaar_Bizarre
21427999	21427999	User_talk:68.13.247.223
6511475	6511475	User_talk:Roberts88~enwiki
37335271	37335271	User_talk:Cpnproductions
20183814	20183814	User_talk:24.85.59.87
27203127	27203127	User_talk:66.157.125.14
10099370	10099370	Talk:Pietro_Andrea_Mattioli
29531052	29531052	User_talk:124.169.241.234
17573470	17573470	User_talk:4.243.53.217
39587531	39587531	Talk:Texas_in_July_(album)
30517449	30517449	Talk:Edward_Shaw_(politician)
29636609	29636609	Talk:Le_Rhône_9C
42280819	42280819	User_talk:78.87.92.154
45257219	45257219	User_talk:86.7.201.155
47103002	21062856	Talk:Odia_Muslims
5760191	5760191	Talk:Joe_Sebok
42346293	30328255	Talk:Time_in_Ireland
23882502	161365	Talk:Passy_Cemetery
17818059	17818059	User_talk:71.63.86.30
29607400	29607400	User_talk:Great_Moments_in_Presidential_Speeches
39830151	39830151	Talk:Jaco_van_Tonder
24867310	24867310	User_talk:173.19.175.17
11109340	11109340	User_talk:89.172.181.100
47117133	47117133	Talk:St_Andrews_Presbyterian_Church,_Esk
