page_namespace	page_id	page_title
1	44913641	153_(Leicestershire_Yeomanry)_Field_Regiment_RA
1	15022182	Mahlaing_Township
1	17651839	Štvrtok_na_Ostrove
1	38019766	Municipality_of_Killarney_-_Turtle_Mountain
1	21468632	Opie_Cates
1	39430788	HMS_Repulse_(1794)
1	28869452	Shikabane_Hime
1	23909111	Russian_Hill
1	26230230	Cleeve_Hurdle
1	44536362	Art_of_the_2014_Hong_Kong_protests
1	8648899	List_of_worst_Major_League_Baseball_season_records
1	20449689	Mark_Rosenker
1	6049045	USS_Gendreau_(DE-639)
1	13079686	Pañcika
1	44517577	Douglas_County_Council
1	16005186	Rene_Ranger
1	45202394	North_macroregion,_Peru
1	34452262	The_Mysterious_Miss_Terry
1	40138615	Holly_King_(soccer)
1	19186396	Hando_Ruus
1	34960084	Kwajo_Cinqo
1	41662663	Avgi,_Thessaloniki
1	4812054	KQFX-LD
1	39833446	Nikolai_Nikolayevich_Kryukov
1	8990392	MTV2_Headbanger's_Ball:_Volume_2
1	39865323	4th_Regiment_Kansas_Militia_Infantry
1	43470000	Athletics_at_the_2001_Summer_Universiade_–_Women's_high_jump
1	24990592	Dog_whipper
1	34998412	Hey_Good_Lookin'_(Jimmy_Buffett_song)
1	14144762	Watasenia-luciferin_2-monooxygenase
1	8812958	New_Zealand_general_election,_1884
1	338556	Tube-dwelling_spider
1	36337984	National_Society_of_Film_Critics_Award_for_Best_Cinematography
1	31315673	Blackstone_(TV_series)
1	25678766	Jack_Smart_(footballer)
1	32288797	Glass_Eels
1	41224891	Sean_Cleary
1	43266389	Los_Flechazos
1	26905115	Stahl_Hennigsdorf_Rugby
1	15514177	O_Homem_do_Sputnik
1	5197545	Buckinghamshire_(UK_Parliament_constituency)
1	10488641	Boban_Janković
1	6402334	Eileen_Wilson-Oyelaran
1	27420942	Kappa_Sigma/Archive-1
1	37621341	How_to_upload_profiles_on_wikipedia
1	39784386	Nuclear_Material_(Offences)_Act_1983
1	38425525	Alphonse_Mucha/Archive_1
1	33506044	(10339)_1991_RK17
1	15140768	Expedia,_Inc.
1	10099607	Dr._Pyckle_and_Mr._Pryde
1	12640387	Saskatchewan_Highway_657
1	26001331	Leeds_Catholic_Post
1	35803108	Laevi
1	9062170	Nu_Draconis
1	19294957	Arné
1	21495665	Crank_2:_High_Voltage
1	18387412	Platinum_bromide
1	41380933	Norwegian_Language_Council
1	12959124	Vito_Vitale
1	12625482	Xystichromis_phytophagus
1	20328660	Greenwood,_Texas
1	21287542	Movie_palace
1	37215356	Nannostomus_bifasciatus
1	18929960	Bolsulu
1	7522536	Australian_ten-shilling_note
1	41837913	Nicolas_Iljine
1	14658342	Farnham,_Dorset
1	36569547	LH-10_Ellipse
1	18095251	Tokyo_Cruise_Ship
1	32018034	Ceraeochrysa_elegans
1	18039206	Swimming_at_the_1984_Summer_Olympics_–_Men's_200_metre_breaststroke
1	23051293	Abdulov
1	8078190	Stellar_dynamics
1	34484648	Brumaire-class_submarine
1	27920474	Jonne_Kemppinen
1	5927707	Killers_(song)
1	37019479	Kotonofuji_Muneyoshi
1	32524919	Myrtle_Beach_High_School
1	33691222	Richard_Battarbee
1	23300578	Curium-241
1	34709546	Alexander_Campbell_(Canadian_politician)
1	18082680	Terrapene
1	4845525	Hard_Knock_Life_(Ghetto_Anthem)
1	44745917	Judge_Faith
1	18393638	Jiyuu_e_no_Shoutai
1	41515529	Mughal–Persian_Wars
1	26843282	Philbertia_granicostata
1	36254731	Alessio_Ambrogetti
1	20415708	1964_in_paleontology
1	6682853	Taboo_(Claudia_Christian_album)
1	41252686	Rex_Roy_Cramphorn
1	39593481	Neurogenic_bladder
1	13640345	John_Janney
1	28840801	Department_of_Infrastructure,_Transport,_Regional_Development_and_Local_Government
1	23219607	Nicolas_Burtin
1	28609473	Intel-Action
1	37609693	1946_in_the_Mandatory_Palestinian_territories
1	42857841	Untouchable_(Anathema_album)
1	22541268	Conditional_access_module
1	8662573	Rusty_Cooley
1	10775467	Levi_Seacer,_Jr.
1	18330465	Range_imaging
1	24270158	The_African_Brothers
1	36146801	Bebearia_flaminia
1	43315601	St._James_Episcopal_Church_(Cumberland_Furnace,_Tennessee)
1	6353787	Charles_Caldwell_Ryrie
1	11764672	NMR_in_Biomedicine
1	34411659	Polly_Emmerson
1	20405080	Medalla
1	6801765	Musicians'_Union_(UK)
1	17960225	Hendricks,_Kentucky
1	13616977	Religiosity_and_intelligence/Archive_1
1	36825092	Mohammad_Vahid_Esmaeilbeigi
1	14188339	Raymonde_Delaunois
1	11668759	Currenex
1	11005751	École_Nationale_des_Chartes
1	40832518	Hainault_(province)
1	35614569	Sanell_Aggenbach
1	7682675	Dance_bar
1	36023622	Shortland_Street_20th_anniversary
1	29668675	1st_Armored_Car_Squadron
1	27431174	Columbus_III
1	29520855	Mount_Stump
1	34160316	Sara_Hall
1	43676364	CQC_(disambiguation)
1	33612903	Julius_Malema/Archives/2011
1	14606996	Insulin_shock_therapy
1	36063308	Mordellistena_angustula
1	40344398	2013–14_Belgian_Second_Division
1	32453699	Emanuel_and_Christina_Anderson_House
1	39969026	Gallon_(surname)
1	6886411	List_of_Bounts_in_Bleach
1	36605502	Stalachtis_magdalena
1	39929268	Vildozo
1	17767281	Renbygda
1	20702390	Chandi_Bhanjyang,_Narayani
1	12698671	Astacoides_crosnieri
1	20408919	Edward_D._"Ted"_Jones
1	26156079	Montreux_Suisse
1	44576106	Borgo_Santa_Rita
1	12390255	Niceforonia_nana
1	42278620	Nisku_Business_Park
1	13173881	Pareja
1	36202693	Reasonable_Doubts_(podcast)
1	11582875	Bobby_Baccalieri
1	19341185	St_Helens_Metropolitan_Borough_Council_election,_2003
1	30352833	Enemies_and_Allies
1	43072623	Robot_Chicken_DC_Comics_Special_2:_Villains_in_Paradise
1	22120785	NGC_38
1	17456905	Brodie_Farber
1	6700173	The_Revölution_by_Night
1	14852434	Wellington_(provincial_electoral_district)
1	15558347	HMS_H7
1	26212247	Aschat_(Tripoli)
1	18377662	Hanakuma_Station
1	30608729	Kosmos_173
1	23859649	Inventions_from_the_Blue_Line
1	6437470	Howard_Phillips/Comments
1	9267953	French_orthography
1	35627178	Najafabad,_Bojnord
1	17497813	1666_van_Gent
1	40696221	Bewakoofian
1	38123048	Salinas_High_School
1	61147	A_priori
1	25745754	William_Lyford
1	15080012	Lydia_(Dean_Friedman_song)
1	292454	Spanish_football
1	5047076	Norbert_von_Hellingrath
1	45687867	Nordstromia_nigra
1	10336820	Murray_McLachlan_(musician)
1	7061168	Carl_Christian_Hall
1	6093133	Bombsight
1	12998794	Abraham_Resnick
1	16024388	ICC_East_Asia-Pacific
1	46657177	Octagoncito
1	13729208	USS_Allen
1	461730	Katyn_massacre
1	38264640	Ahu_Tappeh
1	34549968	List_of_Presidents_of_HUR
1	37265424	Bar_Aftab-e_Amanallah
1	38733145	Centralia_School_District
1	17330973	187_Lamberta
1	44418531	California_Proposition_47_(2014)
1	47470289	1916_Sewanee_Tigers_football_team
1	41829617	Dashtak,_Marvdasht
1	26538977	Marco_Cribari
1	47467953	Ravil_Fazleyev
1	20438875	Rankovce
1	21233593	Il_merlo_maschio
1	20474221	Ellinor_Vanderveer
1	17113756	9020_Eucryphia
1	22886191	James_Arness/Comments
1	13634689	President_of_the_Maldives
1	41414574	ARM_Galeana
1	33572797	Wüstenbach
1	28737523	Lola_Forsberg
1	10479955	Imagina_of_Isenburg-Limburg
1	19845713	Patterson_Creek_Manor
1	7166377	Genesis_(Heroes)
1	46694690	2015_Burundian_coup_d'état_attempt
1	47065458	Gunwi-eup
1	15973758	ZNF649
1	3223550	J._D._Lasica
1	20310238	Elrod
1	15947798	Stargate_SG-1
1	36431142	Zygmunt_Wilhelm_Birnbaum
1	1267729	Mongoose_lemur
1	19969316	Christian_Neal_Capes
1	45248952	Entain
1	45139247	Sickla_(disambiguation)
1	27661091	Dark_Castle_(band)
1	3878497	WQKT
1	27869608	7019_Tagayuichan
1	3703454	Start_the_Revolution_Without_Me
1	43641865	ArtRave:_The_Artpop_Ball/Archive_1
1	36724755	Highlife_(album)
1	23886405	Bicslade_Tramroad
1	6562316	Robert_Ballagh
1	41170243	Vilkaviškis_Manor
1	9327318	Atala
1	37697131	Esther_(TV_series)
1	22496912	Carassea
1	44100412	Mike_Beatty
1	43379764	Agent_47_(film)
1	40291296	Elpidio_Villamin
1	5202854	Millennium_Music_Conference
1	17864800	Kho-kyin
1	22334645	Absolute_convergence_theorem
1	39083087	Corruption_of_Blood_Act_1814
1	38153160	Triplophysa_microphysa
1	26321192	Fanny_Smith
1	20987834	Safeer_Ullah_Khan
1	15436418	Erich_Kästner_(disambiguation)
1	4244214	Loud_as_Feathers
1	2714289	Moldmaker
1	27759089	Green_River_Municipal_Airport
1	44956734	Operating_system–level_virtualization
1	14094086	Resident_Evil/Archive_1
1	28655586	2007–08_World_Bowls_Tour
1	18955299	Surra,_Shabran
1	23518957	Little_Nottoway_River
1	28956467	Detane
1	41192834	Cornish_stannaries
1	34021986	Acrobasis_exsulella
1	47032640	Russian_Football_National_League
1	39603681	The_Crackle_of_My_Soul
1	39341503	Depopulation_of_the_Great_Plains
1	43072534	Mayday_at_40,000_Feet!
1	42904487	Silence_(song)
1	43586399	Duarte_Duarte
1	4713134	Versailles,_Missouri
1	2335287	Segundo_(Cooder_Graw_album)
1	10007112	Haplogroup_DE
1	3696795	South_Button_Island_National_Park
1	33782477	2011–12_Pittsburgh_Panthers_men's_basketball_team
1	32349673	2011–12_Oldham_Athletic_A.F.C_season
1	39702933	Underwood-Memorial_Hospital
1	32402042	List_of_accolades_received_by_Master_and_Commander:_The_Far_Side_of_the_World
1	37614424	Mahalla_(Uzbekistan)
1	14985318	The_Black_Valley
1	24636293	Electrical_panel
1	12259819	Romstar
1	10516795	Korpilahti
1	5911659	Willem_Breuker
1	32955452	South_African_Class_MB_2-6-6-0
1	35312974	Bow_Valley_High_School
1	28181198	White_Arrows_(EP)
1	12735612	Moroccan_general_election,_2002
1	42213581	Nærum_Line
1	16171411	Haselbach,_Thuringia
1	20997247	John_Fay_(American_football)
1	27316030	MV_Prestige
1	36703958	Lost_in_Your_Love
1	24373979	Cyligramma_fluctuosa
1	17725418	1080
1	46910081	Coffee_production_in_Paraguay
1	27474213	Crow–Fukase_syndrome
1	8388231	Boss_Hog
1	37627990	Cedega/Archive_1
1	27777193	Halo_(Beyoncé_Knowles_song)/GA1
1	29711965	Battery_life
1	25441941	Patriot_Act/Archive_2
1	36628070	6_Equulei
1	30280968	Eccleston,_Merseyside
1	19086319	Foreign_Minister_of_Denmark
1	6654367	Tony_Newman_(drummer)
1	28393381	RS700
1	35013325	Doug_Keene
1	36848063	Northbrook,_Alberta
1	20021948	The_Football_League_1928-29
1	38094435	Imperial_Cave_Salamander
1	8481189	Zayd_ibn_Arqam
1	44768298	Jan_Huitema
1	18585419	B36
1	6702793	Tim_Renwick_(album)
1	46420195	Die_Krokodile
1	1639374	List_of_administrative_divisions_of_Beijing
1	12694966	Linville_Caverns
1	42874202	Cunene_Barb
1	23003934	Cameron_Nicholson
1	30838013	Portovenere
1	16117240	Nouvoitou
1	32061822	Knut_Domaas
1	29210518	List_of_heads_of_state_of_Mongolia
1	17830250	St._Augustine's_High_School_(Vasai)
1	730417	Workflow
1	2066864	Seoul_National_Capital_Area
1	18206215	President's_College,_Sri_Jayawardenapura_Kotte
1	42079159	Metalcamp
1	26547883	Samgori_(Tbilisi_Metro)
1	15500158	Philip_J._Dwyer
1	27095766	Serrata_laevis
1	11262183	Benny_Valger
1	32970744	Synyards
1	28439812	Dorje_Tashi
1	2270471	French_New_Wave
1	18430318	Boreal_Transport_Nord
1	23601621	Andrey_Anatoliyevich_Andreyev
1	28479841	Frank_Bokas
1	18057302	David_Nuffer
1	41320952	Shineh,_Kurdistan
1	9399395	First_Council_of_Orléans
1	39243747	Duke_of_York_Handicap
1	27157754	Paul_Culpin
1	45447649	Timon_Wellenreuther
1	46508526	Plaxomicrus_latus
1	36391921	Compucom_Institute_of_Information_Technology_and_Management
1	14546725	Salvatore_v._Commissioner
1	28026527	Jérôme_Thiesson
1	4495676	South_Heart,_North_Dakota
1	12583610	Bücker_Bü_180
1	25164332	George_Nash_(cricketer)
1	12776140	Lake_Wylie
1	6890238	Becky_Carney
1	23034479	Elaine_Lee_(footballer)
1	13345142	Aono_Domain
1	20295423	Mexican_Federal_Highway_45
1	1651361	Sleeman_Breweries
1	10843433	Kettl_Commission
1	22009922	Pierre_Malet
1	33194368	Karthika_(Tamil_actress)
1	44396859	National_Highway_15_(India)
1	3411679	Richter_Belmont
1	6420419	Gilles_Jaquet
1	23484096	NWA_Wrestling_Legends_Hall_of_Heroes
1	6493883	IBM_System_z9
1	7648387	Inukai,_Ōita
1	37036741	Fyodor_Dostoyevsky/GA2
1	45220245	Horace_S._Cooley
1	29211566	List_of_slums_in_Namibia
1	11973299	List_of_free_software_project_directories
1	40900953	Charles_Martin_(boxer)
1	36275803	Sar_Jangal,_Razavi_Khorasan
1	46457248	2015_Lale_Cup
1	26571722	Red_River_Army_Depot
1	5036723	Mitchell_Ryan
1	45098644	Babayi-Abbayi
1	18464885	James_Stevenson_(cricketer)
1	24488950	Ryojun_Guard_District
1	8444867	AirSols
1	47237323	2008_World_Junior_Championships_in_Athletics_–_Men's_javelin_throw
1	11731526	Hull_City_Council
1	25400010	Controlled-environment_agriculture
1	25120992	Hannes_Stenström
1	7993225	Flying_toilet
1	17909763	Qcodo
1	10362350	Bert_Broer
1	42564259	Fract_OSC
1	38821422	Tang_thương_ngẫu_lục
1	14106071	Don_Draper
1	27253706	Imphal_West
1	3993001	California_High_School_Exit_Exam
1	13183887	Go_West_(Go_West_album)
1	30488763	Eddie_Ababio
1	35929197	List_of_licensed_and_localized_editions_of_Monopoly:_South_America
1	36446874	Vanley_Burke
1	8071190	The_Fleshtones
1	35503228	Association_football_in_Bonaire
1	33570230	Spain_at_the_Hopman_Cup
1	16253329	Joplin
1	44709730	The_Second_Coming_Tour_(D'Angelo)
1	3813998	Moldovan_language/poll
1	42558459	Bill_Long_(politician)
1	4570779	Sonak
1	4431580	List_of_A-League_premiers
1	28215460	Pajusi
1	31018090	Jackie_Marsh_(Coronation_Street)
1	10763612	Ted_Prior_(writer)
1	13761155	Griffin,_Queensland
1	33828142	Jireykaabdheere
1	26473738	Estadio_Agustín_Tovar
1	32669302	Ed,_Edd_n_Eddy_(season_6)
1	37862025	Rudar
1	47544255	Pay_to_stay
1	20661000	Bhatauli
1	23473535	Find_A_Grave
1	7386971	Sajal_Barui
1	20423788	Obraztsovy
1	7117239	Pfäffikon,_Zurich
1	39683657	2013_Nicholls_State_Colonels_football_team
1	8249126	Mühlhausen
1	8686254	Lowdown_(Chicago_song)
1	22923359	Dobra,_Police_County
1	17101854	House_Island_(Massachusetts)
1	43810190	Al_Duqm_Port_&_Drydock
1	9198032	Bibliotheca_(Photius)
1	22036492	Atralata
1	13098718	Nikkō_(priest)
1	10262760	Jan_Roelfs
1	38711230	D._A._Foreman
1	25888885	The_Swords_of_Lankhmar
1	35728181	FA_WSL_Continental_Cup
1	44544077	Cordovil,_Rio_de_Janeiro
1	29941127	Bull_Run_River_(Oregon)/Archive_1
1	22003973	Anna_Löwenstein
1	20250145	Beaver_Creek_Township
1	14943660	Nancy_Thomson_de_Grummond
1	10349620	Rebecca_Lenkiewicz
1	46834393	Oran_Hurling_(Uarain)_GAA
1	278881	Winnebago_County,_Iowa
1	22519634	Erythrodecton
1	16958017	Guruslău_River
1	7888168	Katsunuma,_Yamanashi
1	43578197	5th_(British_Columbia)_Field_Artillery_Regiment,_RCA
1	43184755	Citroën_World_Touring_Car_Team
1	30739377	You_Debt_Your_Life
1	24571927	Northlea_School
1	18444224	Civil_Union_"Roma"
1	39021099	Kangarappadi
1	5773613	Lowland_longjawed_galaxias
1	40206309	Llanmadoc_Hill
1	18151855	USS_Protector
1	42386491	Son_Hee-Jung
1	19938312	Chamar_A_Música
1	43054676	Achille_Mollica
1	43993290	Our_Love_(Caribou_album)
1	34134509	Pierce_Block
1	37102003	Miroslav_Poljak
1	45235840	Constitutional_Accountability_Center
1	28648901	Postage_stamps_and_postal_history_of_Madagascar
1	23108517	Wellesley_Symphony_Orchestra
1	15985086	Installed_wind_power_capacity
1	24606324	Duniya_(2007_film)
1	23301066	John_Pezzenti
1	17917014	List_of_Bologna_metro_stations
1	10255549	Harry_C._Katz
1	28629939	2011_Australian_Open_–_Boys'_Singles
1	31388876	Efraín_Loyola
1	27295335	Casualty_(series_6)
1	36361940	Nick_Campbell_(rugby_union)
1	423966	The_Call_of_the_Wild
1	42934115	Oriental_Darter
1	23052583	Richard_Llewellyn_Williams
1	41837798	Geoff_Peddle
1	8523052	1983_24_Hours_of_Le_Mans
1	40246203	The_Reputable_Family
1	7263650	Deskee
1	19814466	Ata_ul_Haq_Qasmi
1	12870617	Grande_Prairie_Regional_College
1	37057527	Ken_Lipenga
1	20922388	NYU_Local
1	26281184	Christian_Smith_(runner)
1	11831255	Bananatype
1	36689581	Sturnira_sorianoi
1	40269825	How_to_Make_a_Quilt_Out_of_Americans_(Charmed_Episode)
1	43213651	Great_Branch_Teacherage
1	38972436	Robert_Battiscombe
1	24099900	List_of_changes_in_Star_Wars_re-releases/Archive_1
1	31875321	Chief_of_Staff_to_the_Prime_Minister
1	7222910	Chemistry/Archive_1
1	38269935	2008_South_Ossetia_war/Archive_24
1	25129215	Tetracyclopropylmethane
1	24649640	Muthu_Hospital
1	35189825	Radio_Noroc
1	4568502	Illusion's_Play
1	38423025	Horton_Court
1	8197920	112th_Infantry_Regiment_(United_States)
1	44604337	Coştangalia
1	3435773	Saint_Germain_Foundation
1	26523213	KGY-FM
1	29978492	Gabarnmung
1	15164800	Schiebroek
1	7570683	Pine_Grove,_Amador_County,_California
1	10675239	Thomas_L._Magnanti
1	8500383	Lake_Jocassee
1	35682161	Franciscan_College_of_the_Immaculate_Conception
1	8493080	Sofia_Synagogue
1	35408610	Japanese_Serow
1	38948744	Rita_Goold
1	21894653	Alexandre_Ferdinand_Parseval-Deschenes
1	7654032	Franz_Waxman
1	25885916	Shyama_Singh
1	21653986	John_Clifford_(disambiguation)
1	14182095	Celso_Halilović_Abdoul
1	22769806	Kanawyers,_California
1	447639	Safety_valve
1	13436664	Buddhism_in_Uzbekistan
1	30674461	Cassibelan_Burton
1	3836268	New_Hampshire_Circuit_Court_Family_Division
1	7729596	Ippo_Makunouchi
1	33718873	Ōtsuru_Station
1	279035	Edmonson_County,_Kentucky
1	36349977	Australian_tusk
1	24713248	Sanctus_Germanus
1	36768711	Arkansas_Highway_1_Business_(Jonesboro)
1	29014547	Zwischbergen_Pass
1	2358648	Ilse_Witch
1	14437394	Canadian_monarchy
1	1292255	Gurn
1	11450201	Łowczy
1	12402021	Bolitoglossa_mombachoensis
1	19966907	The_Price_(Prison_Break_episode)
1	6748539	USS_Hué_City
1	40021887	Żar
1	40945289	Tamboāto_Station
1	11492279	American_goldfinch/comments
1	44096477	Vassilis_Mouratos
1	37753751	EMLL_47th_Anniversary_Show
1	6070872	Kentucky_General_Assembly
1	2981229	Erotic_humiliation
1	18696179	Raúl_Amarilla_Romero
1	22544258	Horë-Vranisht
1	14921267	Merkaz_Shapira
1	47226434	List_of_defunct_airlines_of_Côte_d'Ivoire
1	27749721	America's_10_Most_Wanted_(Video_Game)
1	10259702	Jackie_Maxwell
1	32245862	Nazik_Saba_Yared
1	10241240	So_Kwun_Wat
1	6494846	Bowen,_Queensland
1	9785746	Teatime
1	9750719	Pentrebach
1	44030770	Yakshagaanam
1	40497821	Jose_Juliano
1	39082539	Trechus_lailensis
1	14137036	Vs._System/Comments
1	17588083	Spanish_battleship_Pelayo
1	46577156	Bill_Crosby_(politician)
1	27152716	Ahmed_Mumin_Warfa
1	20390492	Fanuel_Kozonguizi
1	17550998	Eau_Gallie_Public_Library
1	30963277	Northwest_Orient_Airlines_Flight_307
1	36692162	What_We_Found
1	40232279	Boltyansky
1	24741889	Beach_basketball_at_the_2008_Asian_Beach_Games
1	30553168	University_of_Montana_Phyllis_J._Washington_College_of_Education_and_Human_Sciences
1	2521513	Fountain_City,_Indiana
1	42929397	Plain-tailed_Wren
1	43546577	2013_European_Wrestling_Championships_–_Women's_Freestyle_51_kg
1	29441248	Wells_Ridge
1	35678848	Roman_Catholic_Diocese_of_Cassano_all'Jonio
1	5074514	Owen_Chadwick
1	22529444	Tropical_Storm_Alma_(2008)
1	7428279	We_Don't_Talk_Anymore
1	20705888	Wuqi_County
1	5736756	Ian_Stephens_(artist)
1	24278321	Contractor_combatant
1	7838775	Dropper_loop
1	29599857	Vrabac_Mini_UAV
1	40941406	SS_Catalina_(1913)
1	12395080	Upekha_Fernando
1	12100225	Kamiah,_Idaho
1	12873816	Eugenia_quadrata
1	11651170	Elfriede_Lohse-Wächtler
1	37281367	2009_Ladies_Tour_of_Qatar
1	17584909	Yrius_Carboni
1	28082922	Pico,_Italy
1	18327228	List_of_fly_fishing_waters_in_North_America
1	20613531	Jennet_Conant
1	40064953	Chinny_Baby
1	12132302	Valiant-class_ship_of_the_line
1	15271767	Santa_Lucía_del_Camino
1	29118943	Charles_Drain_(politician)
1	9229483	Saarijärvi_crater
1	6680039	Zuzana_Licko
1	43644899	Dooitze_Eelkes_Hinxt
1	8859674	2007_WTA_Tour
1	17772962	Mouchin
1	15471126	Mawddwy_Railway
1	3279833	Briefs
1	26930418	Economy_of_Lesotho
1	29076290	Supreme_Beings_of_Leisure
1	44163571	Zacorisca_aquamarina
1	34415412	Jock_Wishart
1	9808427	Cosmo_Iacavazzi
1	4320550	Swingset
1	6196802	KBBJ
1	22940543	Pogorzałka,_Opole_Voivodeship
1	20407085	Midland_County
1	39753141	Queen's_Park,_Maryborough
1	5544427	Shawl
1	12323870	Jack_Foley_(sound_effects)
1	15666727	Keşkül
1	9533318	Non-binding_resolution
1	19012006	List_of_laojiaos_in_Inner_Mongolia
1	27148384	St._George's_Church_(Pungoteague,_Virginia)
1	26160188	Hyperwerks
1	37454717	Diyarbakir_Province_(disambiguation)
1	5125977	Dear_Wendy
1	29282030	Dandrio
1	41664905	Australian_squatter
1	47392784	TsKBEM
1	29099701	Democratic_Republic_of_Congo_Basketball_Federation
1	1407008	Michał_Kazimierz_Radziwiłł
1	40534625	Daqiao,_Maoming
1	28157540	So_This_Is_London
1	32245796	Napaporn_Tongsalee
1	27317272	Han_Tae-young
1	12551474	Pavlo_Shandruk
1	26977457	Valentine_Gunasekara
1	17104460	Richland_Township,_Story_County,_Iowa
1	30185590	Collin_Raye_discography
1	10726587	Ram_Mukherjee
1	47259836	Yoshii_Station_(Gunma)
1	22116535	Tadeusz_Zaydel
1	33026767	Central_District_(Khorramabad_County)
1	19966007	Part_II_(disambiguation)
1	8400389	Daitabashi_Station
1	21535079	Clothes-Line
1	727905	Iceland_Defense_Force
1	32200098	Swimming_at_the_2010_Commonwealth_Games_–_Men's_4_×_100_metre_medley_relay
1	286268	Self-publishing
1	24810741	Potirna
1	17251802	Pike_Township,_Perry_County,_Ohio
1	42338881	Saif_Al_Hashan
1	40026349	John_Warden_(disambiguation)
1	44369932	Exhibition_of_Leningrad_artists_(1951)
1	29227291	Ralph_Cooperman
1	40337064	1991–92_Belgian_Cup
1	43217086	Eglwysilan
1	41998511	The_Fundamentals_(album)
1	40394809	H._H._Bloomer_Award
1	24760355	Rošpoh,_Kungota
1	45190211	Australasian_Academy_of_Facial_Plastic_Surgery
1	13837283	Ryu_Shionoya
1	10972141	Paul_Weston
1	29153900	Move_(Earl_Klugh_album)
1	26432913	Guthega_Power_Station,_New_South_Wales
1	20252557	Bill_Perry
1	33071169	Cosmin_Raţiu
1	41299924	Young_&_Stupid
1	20906537	Peter_Hoyt_Brown
1	19012419	Demetrius_J._Atsalis
1	27512593	Drenov_Grič
1	30500599	Jacob_Larsen
1	7358751	Arve_River_(Tasmania)
1	40310225	Boa_Amponsem_Senior_High_School
1	22782509	Fiddlers_Green
1	36775846	The_Buddy_Project
1	45493591	Listed_buildings_in_Whittle-le-Woods
1	10631277	Meir_Friedmann
1	33637417	Cyril_Fernando
1	42139699	Until_We_Meet_Again_(album)
1	43047611	Siberian_Tatar_language
1	8812846	Lin_and_Larry_Pardey
1	10726728	Sölvi_Blöndal
1	28930567	Spring_Valley,_Washington_County,_Arkansas
1	10235436	Tal_committee
1	45264516	St_Mary's_Chapel,_Bir_Miftuħ
1	39829397	Khande_Rao_Holkar_II
1	19742804	Erich_Feigl
1	14192561	Copehill_Down
1	11130070	Project_Icon
1	44058455	Clint_Coulter
1	38370860	Church_of_Nuestra_Señora_de_la_Purificación_(Gazólaz)
1	38169613	Legion_Field_(Greenville)
1	36695785	Honour_(feudal_land_tenure)
1	24849321	TalkPoint
1	7683398	Shi'a_view_of_Fatimah
1	31200317	Biharwe_FC
1	15163079	Zhang_Yi_(Early_Shu_Han)
1	14081447	12th_Man_(football)
1	26117267	The_Antioch_Review
1	3712099	Wonderland_(2003_film)
1	24276426	Notes_on_a_Dream
1	22240385	Ernst_von_Wildenbruch/Comments
1	19129591	Wólka_Nowodworska
1	1201305	Panama_City
1	27737453	Michaelsberg_(Untergrombach)
1	29079399	Ivan_Hristov_(writer)
1	37666117	Jim_McMahon_(III)
1	24248415	C._J._Henderson
1	28059283	Peace_TV_Albanian
1	506586	Gwangju
1	14067533	Bill_Raymond
1	22928137	Vill_ha_dej
1	10339376	Nicole_Gius
1	42597506	G._Nagesh
1	10126633	Air_Tropiques
1	33245667	François_blanc
