3	6511475	Roberts88~enwiki
3	40273426	Oggle46
1	42872450	Michael_Keane_(footballer_born_1993)
1	9312550	Capt._Jim's_Popeye_Club
1	19890724	Alois_I,_Prince_of_Liechtenstein
1	20377295	Massimo_D'Alelio
1	43474667	Los_Angeles_Invitational
1	22855378	Outline_of_Jordan
1	20508081	Jean-Pierre_Balligand
1	36678538	Gordon_Baronets
1	24151652	Bombia
1	18057573	Bauragai
3	13077020	Ramacan1
1	21010346	The_Young_Aborigines
3	42490786	68.142.187.61
3	31993510	63.231.48.184
3	12906254	58.175.34.168
3	13633856	86.129.101.31
3	10288784	Jahovanater
1	6797564	La_Crosse_Aquinas_Catholic_Schools
3	13193134	Twisted53
1	980414	Hydrogen_peroxide_therapy
1	30445071	List_of_schools_in_North_Charleston,_South_Carolina
3	35224993	99.83.1.133
3	5294164	Cubsbreak1908
3	34566119	193.183.206.110
1	28490291	Miracle_Planet
3	19845884	Matty_follis
3	14602653	FlashUK1983
1	41535379	WKKD_(AM)
3	18951596	116.71.4.16
1	21880681	The_Lviv_Theatre_of_Opera_and_Ballet
3	18907538	Bobdillian
1	27773098	1994_NECBL_All-Star_Game
3	23094783	Maxjammett
3	16912895	Lusule
1	40179940	Mecyclothorax_sculptonotatus
1	16676600	Second_Army_(Australia)
1	39737381	La_Ciudad_Blanca/Archives/%%1
3	30441867	46.73.181.124
3	18498054	202.181.199.114
1	35758516	Wildwood_(novel)/GA2
3	47503837	2601:41:C102:2F47:6C1B:B138:C94C:8C41
3	30692456	69.131.29.45
3	35699022	Isaiah216
3	33758157	77.225.193.208
3	24868593	68.230.48.167
3	40602250	Thisismyusername12345
1	434237	Blake's_7
1	15022691	Monk_Fryston
3	15609136	82.17.229.120
1	32734389	Limehouse_Cut_(disambiguation)
3	25302278	208.120.140.179
1	40208352	Taimuraz_Karatsev
1	4295626	Fantastic_Dizzy
1	38276461	Kraft,_Louisiana
1	40731228	Back_Roads_(The_First_Edition_album)
3	32978697	96.251.128.156
3	20607029	Mondaymonday
3	4246324	Mg-
3	26095237	86.12.50.161
1	41696577	Chah_Anjir,_Arsanjan
1	40330322	1986–87_Irish_League_Cup
3	8756909	71.244.251.246
3	6011076	GoldHorde
3	31157956	Leo_db
1	9710015	List_of_Australian_Touring_Car_and_V8_Supercar_champions
3	39942193	106.192.27.210
1	15712148	1905_Detroit_Tigers_season
1	37663461	Edward_Reich
3	13565637	Sunsetbaby101
1	9388081	Side_Street_(1929_film)
3	20606179	70.108.161.229
3	26992073	92.40.180.244
3	43165160	Kesu.khan35
1	24265624	Randy_Karraker
3	26069809	89.243.150.38
3	21301348	75.106.164.132
3	16929250	Migsapig
1	25772027	Sporting_News_College_Football_Coach_of_the_Year
1	28294704	Moana_(disambiguation)
1	36434581	William_Overall_Yager
3	19066154	Dewinked
3	25053364	Nerdpope
1	17660428	CCM_(The_Hockey_Company)
1	30906899	Alexander_Hewatt
1	37010753	Pa-ye_Takht
1	4768063	Roosevelt_High_School_(Seattle,_Washington)
3	25193542	Microphonic
1	39944509	Boston_attacks
3	9718761	THE_G.O.L.E
1	1383747	Cross_pollination
1	30161694	List_of_solar_eclipses_in_the_18th_century_BC
1	6124566	Wild_One:_The_Very_Best_of_Thin_Lizzy
3	16965444	71.174.208.11
1	22895692	Łojki,_Silesian_Voivodeship
3	18749922	DannyTheKing
1	29184393	Wesu_District_Hospital
3	29929778	190.8.95.44
1	18794274	Politówka
1	6345323	Brad_Divens
3	31448251	67.253.33.166
1	35613605	1784_in_Great_Britain
1	42219252	Dreamers_(album)
1	6958447	Robert_E._Kennedy
1	20712471	Bomber_(film)
3	12837504	Piturficisti
3	14601257	72.21.112.156
1	2961153	Proto-Baltic_language
3	44546783	71.121.61.94
1	30952857	Vladimir_Gusev
3	35625183	92.20.57.139
1	20747255	Russian_Association_of_Proletarian_Writers
3	16585964	67.183.178.31
3	47456323	103.231.162.35
3	18635579	Johnclee
3	46740022	DavidCarterAccount
3	2352381	Demaro
1	27719576	Mayfly_(film)
1	27357201	Westland_(New_Zealand_electorate)
3	45839202	Ensar~enwiki
1	9221083	In_the_Life
3	33664446	Robertjuniormurda
3	21737396	69.248.221.7
1	29639666	Streaky_rashers
1	9842568	Erik_Regtop
3	21794614	67.212.23.4
3	38866752	119.157.141.110
3	25682602	173.73.181.238
1	8395057	Nebraska_Highway_13
1	27043237	Leptothyra_gestroi
3	36082319	37.152.248.3
1	15266617	Minami_Ozaki
3	15224208	68.114.7.166
1	28340686	William_Brodrick_(writer)
3	37418240	Nguyentranvu
1	37491430	Catullus_16/Archive_1
1	35009945	Choi_Myung-yong
3	26266712	82.45.196.246
1	23213325	Walter_Hall_(cricketer)
3	39325745	CRAZYMOTHERFUKA
1	3414557	Ted_Irvine
1	5921245	Hermann_Witsius
3	15958628	71.189.202.241
3	19873941	BobTheMunster
1	8041205	Petrus_Peregrinus_de_Maricourt
1	47517508	Pierre_Kleykamp
3	35730198	Ecappy2019
1	22296251	Escambia_Country_Area_Transit
1	28480059	Frances_Lincoln_Publishers
1	10479298	Odo_IV,_Duke_of_Burgundy
3	42747158	Xx_crazyanimal_x
3	15315379	Peoplelikech
3	23819702	24.1.31.14
1	6291654	The_Killing_Jar
1	42804145	Fraser's_Forest_Flycatcher
1	39006753	Feed_Me_Oil
1	31795441	United_States_Senators_by_seniority_(1969,1970)
3	2230426	Wisconsincheddar1985
3	24805293	150.250.43.219
1	17919882	Zuni-Cibola_Complex
3	33883659	2.218.232.230
3	5018465	86.42.46.211
1	14887769	Gerald_Shapiro_(composer)
1	42025347	Business_Casual_(EP)
3	39412973	71.173.10.225
3	46511671	Draken656
1	27758013	Ontario_Highway_401/GA1
3	22339625	68.45.41.103
3	8824297	JustusBowman
1	44801381	Nikon_GP-1
3	32007681	Pujavora
3	28155925	Dayglodago
1	9307031	Pay_for_What_You_Get
1	46680786	Sheldon_Adelson/Archives/2012
1	304702	Hippie
3	31242033	75.93.49.199
1	7468634	Unification_Church_political_views
3	18354651	58.167.94.182
3	31110697	173.171.215.79
1	27288124	Gaekwar's_Baroda_State_Railway
3	33787413	99.119.66.120
1	26232051	Filtration_slits
3	21243032	90.201.87.51
3	34358891	86.163.61.74
3	29709808	72.148.207.222
3	21561107	88.109.162.112
1	23693779	Royal_dukedoms_in_the_United_Kingdom
3	7987563	Tinkerbell34
1	26050482	Tavisuplebis_Moedani_(Tbilisi_Metro)
1	21336019	Business_cycle/Archive_1
3	37825258	75.64.13.36
1	18133403	Lake_Guardian
1	24667764	Mark_Curtis_(Former_SWP_member)
1	37471016	Blackford_County_Courthouse/GA1
3	10142599	MPLS2007
1	23850508	Trimen
1	21461890	St._James's_Park_(London)
3	44809763	Nxtivetxngue
3	16073118	Dablyputs
3	41377968	124.181.200.120
1	5142766	National_Day_Parade
1	12971238	Co-phenotrope
3	12014165	NutterButter3887
1	22636338	Stabilized_images
3	26041290	87.11.192.144
1	40291757	Qeshlaq-e_Seyyedlar_Sahab_Isa_Zadeh
3	44148055	Kingdozza22
3	16838494	74.130.94.196
1	25491662	Moyen-Congo_Representative_Council_election,_1946–1947
1	16808032	Oroiu_River
1	30927215	List_of_number-one_singles_of_2009_(Finland)
1	19601024	List_of_minor_Peanuts_characters
1	6653613	Tonny_Eyk
1	38453692	Ittefaq_Hospital
3	3939697	Ceirius
1	39878762	McKinsey
3	8937769	LonelyStorks
1	40268806	Robert_Lévy
1	1177278	Godfrey_Giffard
1	16370612	Twenty-Second_Army_(Japan)
3	35144120	209.91.107.176
3	37713867	217.165.19.131
1	38207753	Jose_Rafael_E._Diaz
3	13352568	Johnnyglitz
3	27087253	Empowerbpo1
1	18186911	GLUT5
1	4152933	Takuya_Kanbara
3	41849843	212.49.136.28
1	42572090	Moon_Chang-Jin
3	17466148	Danster3461
1	20286872	Dade
1	46985876	The_Minister_Who_Falls_to_Pieces
1	10825042	Jim_Gibbons_(American_football)
3	31549090	Zwrnation
1	29116050	List_of_2005_This_American_Life_episodes
1	10607314	Facón
1	2488611	Jo_Mango
3	25078836	24.30.68.166
1	13105389	Heckler_&_Koch_MSG3
1	45345901	Gillilandtown,_New_Jersey
3	18904785	Jackal50
3	11060106	64.39.127.190
3	33549779	Truthsayer99
3	7953532	84.75.247.156
1	1770384	Talk_box
3	41698631	Edged/Archive_1
3	26304946	24.230.70.217
1	44408506	Extremadurans
3	37770809	Huama1985
3	45794339	Chekko~enwiki
1	37276524	Peter_Sivák
3	16140845	62.136.87.90
3	42167506	194.105.177.250
3	38850617	205.126.32.128
3	14765155	MegaSvensk~enwiki
3	4670218	59.4.48.73
1	10519430	Sutton_Courtenay
1	29459718	Battle_of_Taku_Forts_(1900)
1	31599944	Plantscape_Inc.
3	36304096	125.212.86.195
3	47041864	82.69.49.209
3	25683860	75.105.204.3
3	21397649	168.122.165.5
1	6908675	Eastover,_North_Carolina
1	44396639	National_Highway_1D_(India)
1	30433685	2005–06_Swiss_Challenge_League
1	15895229	Stable_theory
3	36490006	Revdan2655
3	13941841	68.199.228.219
3	45696980	Pduffer
1	17535226	6216_San_Jose
1	15264852	Maura_Harty
1	20839969	Amerifax
1	40157112	Death_Magnetic/Archive_3
3	42055771	189.200.173.12
1	36401001	UMF_Álftanes
3	25132189	Jannecke_h
3	37837803	117.211.75.253
3	25400733	76.214.194.106
1	47012710	QV68
3	31664748	Tahriran_company
1	23046828	Hartley_Peavey
1	17903582	Ecumenical_Christian_Centre
3	32492804	Kmariebee
1	20989396	List_of_number-one_R&B/hip-hop_songs_of_2009_(U.S.)
1	31228354	Bids_for_the_1976_Winter_Olympics
3	44156469	Soceditor
3	24093998	Dusan-Be
1	19733723	Agatówka,_Stalowa_Wola_County
3	36032484	121.222.213.19
1	6045469	Oak_Point_Link
3	8266751	Goney3
3	13581945	Lucyinthe
3	33267110	117.203.233.58
1	7785942	Phiroze_Jamshedji_Jeejeebhoy
1	35571634	Karamdaata_(1986_film)
3	39517299	66.90.149.128
3	45957158	Mandro~enwiki
1	40337566	1998–99_Segunda_Divisão_de_Honra
3	36914095	24.216.219.246
1	46666076	Code_Red_(Monica_album)
3	39873827	66.222.38.154
1	21627775	Kyoki_Roberts
1	37934537	Irmak,_Hasankeyf
3	36658652	74.59.201.13
1	42913156	Sulcus_(Neuroanatomy)
3	46975754	86.161.200.37
1	3290135	Irish_Army
1	10197543	Framing_Armageddon:_Something_Wicked_Part_1
3	39234794	2.28.165.190
1	26847276	Slovenian_Cup_2002-03
3	25224178	Kirby8371
1	38418975	Sony_Vaio_FZ_series
3	43176573	189.48.203.74
1	10343300	Pepper_MaShay
3	5204529	Baphead
3	9185316	Acmeredith
3	39471191	98.202.1.191
3	38106248	TurnYourLightsDownLow2
1	32328154	Duke_Friedrich_of_Saxe-Altenburg
3	33244742	110.142.86.80
3	25089047	201.218.100.121
3	25433634	Dirksaa
1	27893386	Hai_Phong_Medical_University
3	40190098	78.86.142.158
1	14653116	Strawberry_Banks
3	7332365	Taishar
1	41275307	CounterSpy
3	45870404	Gunk~enwiki
1	46801358	Rahma_bint_El_Hassan
1	29267431	Trikomo,_Greece
1	18908849	Hunt_House
1	10498860	The_Rakamonie_EP
3	38121521	MasterPikachu
1	11910154	Harry_E._Narey
1	36733665	Athletics_at_the_1968_Summer_Olympics_–_Women's_400_metres
1	47215420	Markus_Gottschlich
3	45783992	Busybody~enwiki
1	1955506	Groom_of_the_Stool
3	13297581	86.137.28.211
3	42152123	Vishal_Bhuiyar
3	45843690	Eufemia~enwiki
3	27664121	75.93.161.162
3	11819063	Zeebeejee
1	10472912	Vae_Solis
1	10298068	Röhrnbach
3	34902871	Kamalbenslama
3	35903288	Swren
3	16787545	Sallyspreckley
1	33083093	Furusato_Ginga_Line
3	3739390	Mfmoran
1	6403413	Texas_State_Highway_50
1	5770178	Working_Men's_Club_and_Institute_Union
3	26018667	Johntytom
1	43631366	Fissicrambus_briseis
1	24977964	Engels'_and_Marx's_Interpretation_of_the_Peasants'_War
1	1447292	Doug_Rogers_(judoka)
1	37556910	Kim_Ju-song
3	16284057	68.218.28.36
1	41071249	Priscilla_Wong
3	22802111	Dixie_Outlet_Mall
1	46265500	West_Hendford_Cricket_Ground,_Yeovil/GA1
1	43061476	Santa_Maria_in_Monticelli,_Rome
1	4905263	Chief_Justice_of_the_Republic_of_Korea
1	36514749	Zevon_Archibald
3	46163679	Wenyi~enwiki
3	45803584	Crramos~enwiki
1	24653667	Max_Müller_(pilot)
1	26647436	Racková
1	2017210	List_of_dynamical_systems_and_differential_equations_topics
1	35039541	List_of_World_War_II_North_Africa_Airfields
1	21524655	Guglielmo_Ratcliff_(Mascagni)
3	18762422	Robkendall
1	22583282	Bącka_Huta
1	11100332	Montenils
3	20436767	76.119.97.144
3	9114193	86.143.52.135
1	34118977	Actual_entity
1	19222504	Diarabakoko
1	42770573	Swenson_(surname)
1	8063683	Cryptochiridae
3	31517065	98.249.180.54
1	32070676	Journal_of_Cellular_Plastics
1	32235162	David_Kershaw
1	37229481	Machaerium_(fly)
1	42640202	Saugus_General_Hospital
3	17435392	72.95.183.68
3	44355974	2A02:1812:2A8D:9900:CD18:5ADF:4FC7:B92E
3	38737176	24.146.130.24
3	22234823	Daryl199602
1	42314812	Carlos_Kasuga
1	19222162	Youngou
1	18032218	L'Anse-au-Clair
3	41700012	99.126.173.125
1	43603905	Vijay_Singh_(disambiguation)
1	33360849	Book_of_Law
3	46514021	Lanie1992
3	34909492	97.113.225.111
3	25896994	99.58.237.139
1	24103672	USS_William_J._Pattison_(APD-104)
3	37597404	92.238.39.26
3	26011400	Kaynaija
1	46666892	Xinnian_is_Coming_–_Uproar_of_Chuxi
3	35424695	Emyoung868
3	22005173	85.132.114.158
1	33239354	Agonopterix_pallorella
1	22175021	Peter_Flora
4	5149102	Administrators'_noticeboard
3	37095420	70.77.84.78
1	35664833	Tanzwoche
1	20163424	Rzążew
1	16108338	Landigou
1	35917911	Cindy_Brogdon
1	42028634	Orthomorpha
3	8242111	NovaSkola
1	36353337	The_Heredity_of_Taste
3	24000334	Vg2grymes
3	21801495	117.195.170.144
1	3213105	Poker_psychology
3	46142692	Wikihao~enwiki
1	36862379	National_Football_Centre
3	20240645	Q804
3	47108893	Albihasa13
1	9743538	1979_NCAA_Men's_Division_I_Basketball_Tournament
1	25044496	Transactions_of_the_Association_of_American_Physicians
3	11649454	81.153.195.152
3	39540863	Nepalikura
3	24510080	173.56.3.67
1	16901995	Shikoku_Gakuin_University
1	41547415	James_Bradshaw_(cricketer,_born_1902)
3	9984812	81.96.118.32
3	44732466	Hlmjo.abod
3	9755678	86.134.31.123
3	34928980	68.225.119.115
3	42118470	112.198.134.34
1	18915235	Italian_Mare_Nostrum/Archive_2
1	40352387	2013_Men's_Hockey_Asia_Cup
1	11280876	Anlaby_with_Anlaby_Common
1	42262021	Symphlebia_juvenis
3	39654303	2602:306:CF87:E570:A516:1B18:CCC0:C31D
1	40632472	Blue_Parrotfish
1	33990805	Athirathram_(film)
3	29439422	Vmodo
3	23296255	82.143.224.130
3	43543793	174.7.60.178
3	44829578	Alana_Jenkins
3	24491140	87.102.93.159
1	43410138	Flame_grevillea
1	39546421	Sego_(diet_drink)
1	22460297	Paternkofel
1	2956269	Centavo
1	29557439	Place_Matters
1	44160411	Megachile_tenuitarsis
3	32819399	Bgivertz
1	43931133	Nancy_Glenn-Nieto
1	30043542	TURU_Düsseldorf
3	22359335	75.66.67.47
1	44539100	Helsinki_County_Prison
3	33083818	120.61.9.210
1	13167092	Salem_(Amtrak_station)
1	18622869	Häfeli_DH-4
1	26830946	Hindsiclava_tippetti
3	47270536	180.215.121.153
3	24725186	Debayudhc
3	33441965	Zachc23
1	28669776	Penrig
3	17548931	142.30.123.157
1	24543871	1973_Michigan_Wolverines_football_team
1	8642379	Djambi
3	11713087	87.16.131.25
3	35880537	121.220.196.74
3	15270059	75.91.118.217
1	17212396	Hovhannes
3	8249240	Zaccarpenter
3	35805556	76.95.172.97
1	1729648	Serve
3	17681368	75.52.253.137
1	9459610	Slayers_Wonderful
1	29403191	List_of_National_Basketball_Association_players_with_60_or_more_points_in_a_game
1	12203497	Provisional_Government_of_Belgium
3	19531965	75.65.53.3
1	6746937	Aaron_Katz_(Major_General)
3	19893947	98.19.82.3
1	31956329	Skip_James_Today!
1	42085212	G.F._Smith_Chemicals
1	16154151	Taizé-Aizie
3	36843998	134.48.169.222
1	10797996	Myyrmanni
1	37464904	Comaster_schlegelii
3	20090784	69.176.229.36
1	17114919	131st_Fighter_Squadron
3	27710337	Gslaang1221
1	8320593	John_Pinch_the_elder
1	26691012	Can't_Get_off_the_Phone
1	8828684	Kir_Bulychev
3	47160865	39.48.28.224
3	12276628	ANThony
3	15906692	66.233.130.56
3	28383357	59.183.242.98
1	2854784	Human/Archive_17
1	40209839	Medabots_(video_game)
1	46256952	A_Commentary_on_the_General_Prologue_to_The_Canterbury_Tales
1	16129967	Beaubray
3	10857573	68.59.223.10
3	30444908	Dash2481
3	33779715	12.153.112.13/Archive
3	22122458	Jack89old
3	23503294	204.101.39.106
3	46969479	DominicHartman
3	39470202	24.20.102.242
1	37125458	Ice_(1998_film)
1	39817884	Sherman_Clay
1	7329973	David_Ryan_Harris
1	11673876	Bela_B.
3	28193853	89.236.3.114
3	32650079	24.238.81.41
3	14572332	Bontoft
3	32408578	KillianRoche
3	7511043	Shadow274
3	31006343	119.96.244.106
3	1264988	Big_smelly_troll
3	42848291	2601:9:3800:64:283C:CBC6:2698:82A5
3	3162411	66.41.212.231
3	46234213	75.76.184.248
1	29361957	Línea_Belgrano_Norte_(Buenos_Aires)
3	26163836	64.65.181.191
3	45763240	Ballum~enwiki
1	33038214	Valavil
1	24328405	Rubber_ring
1	9970398	Cephalanthus_occidentalis
3	11827565	71.211.80.201
1	44983856	Parhippopsicon_albovittatum
1	29428044	Browns_Butte
3	11524579	Bloodpack/Talk_3
3	44021734	68.14.221.3
3	25384734	Puremage1405
1	21556914	K-1_World_MAX_2005_Championship_Final
3	42231433	Dogscats666
3	9936877	75.60.212.214
1	38385318	Orissa_football_team
1	37602389	1977_FESPIC_Games
3	31360635	Remidm
3	27026680	174.124.16.16
3	21111382	Donw149192
3	17527197	86.162.197.205
3	11305907	122.2.36.155
1	21024823	Brave_Kaha
3	25236665	D-s-weld
1	34866936	Neuer_Marstall
1	16390003	Overdiagnosis
1	17435316	Jean-Marc_Barr/Comments
3	32006112	71.194.157.100
1	41190134	Netechma_cordillerana
1	39670917	Luis_Felipe_Henao_Cardona
1	26226351	Record_World
1	32053012	French_submarine_Blaison_(Q165)
1	33464570	Ground-granulated_blast-furnace_slag
1	29043713	Handball_International_Championships,_2007
3	46769862	Joeseph_Carter
1	25465527	Polje_ob_Sotli
3	22507564	204.184.205.39
1	42885063	Placoptila_cyclas
3	26230067	70.107.243.167
1	38183262	Hexagrammos_decagrammus
3	8240750	Mirari202
3	39103599	009o9/"Harold_Cronk"
1	47348208	Eupogonius_hagmanni
3	12515355	Epiekarz
3	23716923	Jvhemert
3	27922506	SN74LS00
3	38812324	50.100.45.221
3	16522566	66.189.5.141
3	45802311	Cresy~enwiki
3	10995504	Ale_beer
3	5597150	Akiraoconnor
3	46685863	79.40.12.138
1	20185528	National_People's_Movement
1	37308049	Exposure:_The_Other_Side_of_Jimmy_Savile
1	35704432	Architectural,_Surveying_and_Planning_(constituency)
3	39988900	DerbyCountyinNZ/Commonwealth_rankings_in_Athletics_-_2013
1	44867446	WISEPC_J014807.25-720258.7
1	19010269	Koło,_Łódź_Voivodeship
1	37008750	Chin-e_Ruzah
3	36579922	Granichk
1	32082262	United_States_Assistant_Secretary_for_European_and_Eurasian_Affairs
3	34915470	173.75.111.193
1	13937530	Bounce_(Sarah_Connor_song)
3	39423980	198.254.163.111
3	2917728	Asdre
1	7912324	Speedball_2:_Brutal_Deluxe
3	26945322	204.56.167.91
1	35771233	Zadetkyi
1	6636100	Our_Gangs_Dark_Oath
3	32238387	Shuklasharwan/Editnotice
3	30196628	Gurvatram
1	934606	Lee_Lawrie
3	44312394	207.99.173.14
1	16138897	Haselbourg
3	36945414	Kabeer_mughal
3	46021653	Natella~enwiki
3	44185849	99.8.90.154
3	24915653	122.110.1.157
3	5365461	Joeclan
1	8530182	Hill_Miri_people
3	18742819	Julie_daily
1	6752606	Santa_Costanza
1	34999903	Lee_Juck
1	45032603	Lygropia_memmialis
3	47216158	198.74.58.104
1	42758847	Maruco_Antonio_Urunau
1	34511701	Node_(tribe)
1	21553026	Palatinate-Birkenfeld-Gelnhausen
3	24601185	75.159.37.222
1	4435348	County_Road_372A_(Wakulla_County,_Florida)
3	24196718	Kurdusa
1	36315082	United_States_Senate_election_in_Pennsylvania,_1952
1	29230630	Zia_(Papua_New_Guinea)
3	8630782	Shindo747
3	47263004	Agaklsgmla
3	26303286	Waymorecreative
3	5082512	24.94.113.46
1	1562588	The_Karate_Kid
3	7341898	Esta87
3	29897491	184.60.61.41
1	16873545	Curpătu_River
3	14945541	Shabaman90
1	8580474	Paul_Eltzbacher
3	41742699	Likunbmss1
1	19069250	Ocean_City_School_District
1	16129605	Vaux-les-Prés
3	33422607	11wests
3	31146624	71.168.2.223
1	39282965	X_Brigade,_Royal_Horse_Artillery
1	2041954	Herbie:_Fully_Loaded
3	28089017	86.171.101.52
3	7479646	Lajollacaves
1	44947242	Laces_(singer)
1	6386011	David_Swann
1	10200702	John_Frederick_I,_Elector_of_Saxony
3	28302807	174.95.200.47
3	16718773	Halo3freakshow
3	28738632	Jblantziv
1	32572344	1986–87_Nationalliga_A_season
1	31593195	Fucus_distichus
3	20391393	MaximAfinogenov
1	20339232	Haucourt
1	5445961	Cat's_Eye_(manga)
3	37742307	66.78.107.175
1	2997921	Royal_Rumble
1	28973798	Rushern_Baker
1	42465839	Saphenista_chloromixta
3	24961070	90.199.239.77
3	44012571	Jrathlaramus78
1	699696	Sancho_IV_of_Castile
3	23566009	131.215.64.219
1	9456939	Baghdad/Comments
3	41779366	97.85.53.134
1	44809952	IPoker
3	42287985	81.244.77.24
1	43548693	Swimming_at_the_1991_Pan_American_Games_–_Men's_200_metre_freestyle
1	33723521	Jerry_Sitoe
3	34159012	24.5.29.246
1	47469158	Thaung_Su_Nyein
1	18858057	Jabłonka-Świerczewo
3	33756072	188.220.44.105
3	38705988	Emreozdemir
1	20666070	Chhimkeswori
1	12088215	Montana_Mountain
1	38086734	Oboo
1	9645708	When_Saturday_Comes_(2point4_children)
1	22930809	Kosy,_Warmian-Masurian_Voivodeship
3	18531555	199.44.20.126
3	45959606	Marele~enwiki
1	18729160	Burtts_Corner,_New_Brunswick
1	17919192	Harry_Miller
1	6556573	Eophliantidae
3	34666143	Kdx80
1	24245158	Aleksandr_Demenshin
1	29322822	Elizabeth_Bachinsky
1	22777922	Suzanne_Breen
1	34626849	Princess_Charlotte_of_Lorraine
1	18169477	Michel_G._Malti
3	7520440	169.204.86.96
1	9876467	One_Israel_(1980)
3	22366035	24.46.192.44
1	2303297	William_Warburton
3	12034540	77.101.66.192
3	40946016	Ns25
1	41152639	Lisa_Cheng
1	11778385	Aleksei_Dikiy
1	35001569	Michelangelo_(song)
1	28290936	If_We've_Ever_Needed_You
