User_talk:91.154.46.140	NA	https://en.wikipedia.org/wiki/User_talk:91.154.46.140?oldid=185192564	User talk	Random
User_talk:69.4.200.97	NA	https://en.wikipedia.org/wiki/User_talk:69.4.200.97?oldid=194797198	User talk	Random
User_talk:Melodunum	NA	https://en.wikipedia.org/wiki/User_talk:Melodunum?oldid=428099605	User talk	Random
User_talk:82.3.45.228	NA	https://en.wikipedia.org/wiki/User_talk:82.3.45.228?oldid=263830640	User talk	Random
User_talk:Leroy&Gui	NA	https://en.wikipedia.org/wiki/User_talk:Leroy&Gui?oldid=206300681	User talk	Random
User_talk:Jimbo_Wales	764	https://en.wikipedia.org/wiki/User_talk:Jimbo_Wales?oldid=709290494	User talk	Most-watched
User_talk:Drmies	389	https://en.wikipedia.org/wiki/User_talk:Drmies?oldid=709288432	User talk	Most-watched
User_talk:Materialscientist	319	https://en.wikipedia.org/wiki/User_talk:Materialscientist?oldid=709234369	User talk	Most-watched
User_talk:DGG	311	https://en.wikipedia.org/wiki/User_talk:DGG?oldid=709290480	User talk	Most-watched
User_talk:HJ_Mitchell	295	https://en.wikipedia.org/wiki/User_talk:HJ_Mitchell?oldid=709232932	User talk	Most-watched
User_talk:Bbb23	286	https://en.wikipedia.org/wiki/User_talk:Bbb23?oldid=709279700	User talk	Most-watched
User_talk:Doug_Weller	268	https://en.wikipedia.org/wiki/User_talk:Doug_Weller?oldid=709266445	User talk	Most-watched
User_talk:Eric_Corbett	267	https://en.wikipedia.org/wiki/User_talk:Eric_Corbett?oldid=707712608	User talk	Most-watched
User_talk:Moonriddengirl	265	https://en.wikipedia.org/wiki/User_talk:Moonriddengirl?oldid=709285634	User talk	Most-watched
User_talk:Bishonen	260	https://en.wikipedia.org/wiki/User_talk:Bishonen?oldid=709251741	User talk	Most-watched
User_talk:RHaworth	250	https://en.wikipedia.org/wiki/User_talk:RHaworth?oldid=709283777	User talk	Most-watched
User_talk:SlimVirgin	245	https://en.wikipedia.org/wiki/User_talk:SlimVirgin?oldid=708825996	User talk	Most-watched
User_talk:JzG	243	https://en.wikipedia.org/wiki/User_talk:JzG?oldid=709291282	User talk	Most-watched
User_talk:Sandstein	242	https://en.wikipedia.org/wiki/User_talk:Sandstein?oldid=709216726	User talk	Most-watched
User_talk:Newyorkbrad	232	https://en.wikipedia.org/wiki/User_talk:Newyorkbrad?oldid=708618143	User talk	Most-watched
User_talk:Dougweller	227	https://en.wikipedia.org/wiki/User_talk:Dougweller?oldid=663939618	User talk	Most-watched
User_talk:Rich_Farmbrough	224	https://en.wikipedia.org/wiki/User_talk:Rich_Farmbrough?oldid=709285282	User talk	Most-watched
User_talk:Dr._Blofeld	221	https://en.wikipedia.org/wiki/User_talk:Dr._Blofeld?oldid=708953427	User talk	Most-watched
User_talk:Nyttend	219	https://en.wikipedia.org/wiki/User_talk:Nyttend?oldid=708633847	User talk	Most-watched
User_talk:EdJohnston	218	https://en.wikipedia.org/wiki/User_talk:EdJohnston?oldid=709289677	User talk	Most-watched
User_talk:Doc_James	209	https://en.wikipedia.org/wiki/User_talk:Doc_James?oldid=709254275	User talk	Most-watched
User_talk:SandyGeorgia	207	https://en.wikipedia.org/wiki/User_talk:SandyGeorgia?oldid=707515960	User talk	Most-watched
User_talk:Future_Perfect_at_Sunrise	204	https://en.wikipedia.org/wiki/User_talk:Future_Perfect_at_Sunrise?oldid=708358283	User talk	Most-watched
User_talk:Dennis_Brown	204	https://en.wikipedia.org/wiki/User_talk:Dennis_Brown?oldid=708987837	User talk	Most-watched
User_talk:JamesBWatson	198	https://en.wikipedia.org/wiki/User_talk:JamesBWatson?oldid=709267786	User talk	Most-watched
User_talk:Beeblebrox	196	https://en.wikipedia.org/wiki/User_talk:Beeblebrox?oldid=708293106	User talk	Most-watched
User_talk:Beyond_My_Ken	196	https://en.wikipedia.org/wiki/User_talk:Beyond_My_Ken?oldid=709257233	User talk	Most-watched
User_talk:Diannaa	193	https://en.wikipedia.org/wiki/User_talk:Diannaa?oldid=709288505	User talk	Most-watched
User_talk:Kudpung	189	https://en.wikipedia.org/wiki/User_talk:Kudpung?oldid=709274536	User talk	Most-watched
User_talk:DangerousPanda	189	https://en.wikipedia.org/wiki/User_talk:DangerousPanda?oldid=707184250	User talk	Most-watched
Talk:Foe_Life	NA	https://en.wikipedia.org/wiki/Talk:Foe_Life?oldid=642008555	Article talk	Random
Talk:Məmişlər	NA	https://en.wikipedia.org/wiki/Talk:Məmişlər?oldid=242324028	Article talk	Random
Talk:HOWTO	NA	https://en.wikipedia.org/wiki/Talk:HOWTO?oldid=17485387	Article talk	Random
Talk:Mandongoi	NA	https://en.wikipedia.org/wiki/Talk:Mandongoi?oldid=390584998	Article talk	Random
Talk:Alice_Jung	NA	https://en.wikipedia.org/wiki/Talk:Alice_Jung?oldid=513097089	Article talk	Random
Talk:D._commutata	NA	https://en.wikipedia.org/wiki/Talk:D._commutata?oldid=538272896	Article talk	Random
Talk:Molo_snake_eel	NA	https://en.wikipedia.org/wiki/Talk:Molo_snake_eel?oldid=570752519	Article talk	Random
Talk:Candidates_of_the_Australian_federal_election,_1998	NA	https://en.wikipedia.org/wiki/Talk:Candidates_of_the_Australian_federal_election,_1998?oldid=343487850	Article talk	Random
Talk:Sidi_Qadad	NA	https://en.wikipedia.org/wiki/Talk:Sidi_Qadad?oldid=504455279	Article talk	Random
Talk:Fan_Clan	NA	https://en.wikipedia.org/wiki/Talk:Fan_Clan?oldid=512683242	Article talk	Random
Talk:Alistair_Barrie	NA	https://en.wikipedia.org/wiki/Talk:Alistair_Barrie?oldid=640427968	Article talk	Random
Talk:Bobby_Caldwell	NA	https://en.wikipedia.org/wiki/Talk:Bobby_Caldwell?oldid=616369417	Article talk	Random
Talk:Néstor_de_Villa	NA	https://en.wikipedia.org/wiki/Talk:Néstor_de_Villa?oldid=561478498	Article talk	Random
Talk:Sonology	NA	https://en.wikipedia.org/wiki/Talk:Sonology?oldid=452685705	Article talk	Random
Talk:Stöckli_(disambiguation)	NA	https://en.wikipedia.org/wiki/Talk:Stöckli_(disambiguation)?oldid=565119564	Article talk	Random
Talk:Ulm	NA	https://en.wikipedia.org/wiki/Talk:Ulm?oldid=699426369	Article talk	Random
Talk:O'Day_Mariner	NA	https://en.wikipedia.org/wiki/Talk:O'Day_Mariner?oldid=330401808	Article talk	Random
Talk:Motive_(Red_Box_album)	NA	https://en.wikipedia.org/wiki/Talk:Motive_(Red_Box_album)?oldid=576602422	Article talk	Random
Talk:Siméon_Bourgeois	NA	https://en.wikipedia.org/wiki/Talk:Siméon_Bourgeois?oldid=613227420	Article talk	Random
Talk:Howard_Patterson	NA	https://en.wikipedia.org/wiki/Talk:Howard_Patterson?oldid=523601183	Article talk	Random
Talk:Muri,_Ranchi	NA	https://en.wikipedia.org/wiki/Talk:Muri,_Ranchi?oldid=489390404	Article talk	Random
Talk:Bride_Service_(film)	NA	https://en.wikipedia.org/wiki/Talk:Bride_Service_(film)?oldid=680467280	Article talk	Random
Talk:CIEL-FM	NA	https://en.wikipedia.org/wiki/Talk:CIEL-FM?oldid=165672868	Article talk	Random
Talk:Negaraku	NA	https://en.wikipedia.org/wiki/Talk:Negaraku?oldid=575374329	Article talk	Random
Talk:Ethabuka_Reserve	NA	https://en.wikipedia.org/wiki/Talk:Ethabuka_Reserve?oldid=608478149	Article talk	Random
Talk:A12_autoroute	NA	https://en.wikipedia.org/wiki/Talk:A12_autoroute?oldid=539765122	Article talk	Random
Talk:American_Flag_Raising_Site	NA	https://en.wikipedia.org/wiki/Talk:American_Flag_Raising_Site?oldid=699883503	Article talk	Random
Talk:Anti-fracking_movement	NA	https://en.wikipedia.org/wiki/Talk:Anti-fracking_movement?oldid=629458768	Article talk	Random
Talk:Multi-member_constituencies_in_the_Parliament_of_the_United_Kingdom	NA	https://en.wikipedia.org/wiki/Talk:Multi-member_constituencies_in_the_Parliament_of_the_United_Kingdom?oldid=628615956	Article talk	Random
Talk:Krzysztof_Majchrzak	NA	https://en.wikipedia.org/wiki/Talk:Krzysztof_Majchrzak?oldid=512512628	Article talk	Random
Talk:Niagara_Falls,_New_York	NA	https://en.wikipedia.org/wiki/Talk:Niagara_Falls,_New_York?oldid=694756522	Article talk	Random
Talk:List_of_University_of_California,_Irvine_people	NA	https://en.wikipedia.org/wiki/Talk:List_of_University_of_California,_Irvine_people?oldid=682521804	Article talk	Random
Talk:Artyom_Borovik	NA	https://en.wikipedia.org/wiki/Talk:Artyom_Borovik?oldid=513356178	Article talk	Random
Talk:Polish_Economy_(film)	NA	https://en.wikipedia.org/wiki/Talk:Polish_Economy_(film)?oldid=700230798	Article talk	Random
Talk:Otzem	NA	https://en.wikipedia.org/wiki/Talk:Otzem?oldid=117620463	Article talk	Random
Talk:Sancy_(disambiguation)	NA	https://en.wikipedia.org/wiki/Talk:Sancy_(disambiguation)?oldid=254637143	Article talk	Random
Talk:Kanije_Eyalet	NA	https://en.wikipedia.org/wiki/Talk:Kanije_Eyalet?oldid=492176159	Article talk	Random
Talk:Bob_D._Crowley	NA	https://en.wikipedia.org/wiki/Talk:Bob_D._Crowley?oldid=619636959	Article talk	Random
Talk:Carlos_María_Fitz-James_Stuart,_16th_Duke_of_Alba	NA	https://en.wikipedia.org/wiki/Talk:Carlos_María_Fitz-James_Stuart,_16th_Duke_of_Alba?oldid=645664165	Article talk	Random
Talk:Greatest_Mrs.:_The_Best_of_Saigon_Kick	NA	https://en.wikipedia.org/wiki/Talk:Greatest_Mrs.:_The_Best_of_Saigon_Kick?oldid=166821437	Article talk	Random
Talk:Chortkiv_Raion	NA	https://en.wikipedia.org/wiki/Talk:Chortkiv_Raion?oldid=405706514	Article talk	Random
Talk:Arnold_Hollis	NA	https://en.wikipedia.org/wiki/Talk:Arnold_Hollis?oldid=690344854	Article talk	Random
Talk:Ian_Downsborough	NA	https://en.wikipedia.org/wiki/Talk:Ian_Downsborough?oldid=617861463	Article talk	Random
Talk:Alberto_Bustani_Adem	NA	https://en.wikipedia.org/wiki/Talk:Alberto_Bustani_Adem?oldid=361181045	Article talk	Random
Talk:Grunge_Music	NA	https://en.wikipedia.org/wiki/Talk:Grunge_Music?oldid=15945407	Article talk	Random
Talk:Karen_Foo_Kune	NA	https://en.wikipedia.org/wiki/Talk:Karen_Foo_Kune?oldid=548517924	Article talk	Random
Talk:Fort_Ann_(village),_New_York	NA	https://en.wikipedia.org/wiki/Talk:Fort_Ann_(village),_New_York?oldid=460097248	Article talk	Random
Talk:Roscoe_Village	NA	https://en.wikipedia.org/wiki/Talk:Roscoe_Village?oldid=254585310	Article talk	Random
Talk:Lakodalmas_(Ligeti)	NA	https://en.wikipedia.org/wiki/Talk:Lakodalmas_(Ligeti)?oldid=599872223	Article talk	Random
Talk:Matt_Katz-Bohen	NA	https://en.wikipedia.org/wiki/Talk:Matt_Katz-Bohen?oldid=621094454	Article talk	Random
Talk:Bernie_Sanders	1268	https://en.wikipedia.org/wiki/Talk:Bernie_Sanders?oldid=709282917	Article talk	Most-edited
Talk:Vladimir_Putin	1010	https://en.wikipedia.org/wiki/Talk:Vladimir_Putin?oldid=709138011	Article talk	Most-edited
Talk:Paleolithic_diet	766	https://en.wikipedia.org/wiki/Talk:Paleolithic_diet?oldid=707951640	Article talk	Most-edited
Talk:Planet_Nine	609	https://en.wikipedia.org/wiki/Talk:Planet_Nine?oldid=709238464	Article talk	Most-edited
Talk:Thomas_Jefferson	595	https://en.wikipedia.org/wiki/Talk:Thomas_Jefferson?oldid=709263608	Article talk	Most-edited
Talk:Cities_and_towns_during_the_Syrian_Civil_War	561	https://en.wikipedia.org/wiki/Talk:Cities_and_towns_during_the_Syrian_Civil_War?oldid=709283135	Article talk	Most-edited
Talk:Monarchy_of_Canada	494	https://en.wikipedia.org/wiki/Talk:Monarchy_of_Canada?oldid=708891049	Article talk	Most-edited
Talk:Australian_head_of_state_dispute	447	https://en.wikipedia.org/wiki/Talk:Australian_head_of_state_dispute?oldid=709288632	Article talk	Most-edited
Talk:Peyton_Manning	427	https://en.wikipedia.org/wiki/Talk:Peyton_Manning?oldid=709288499	Article talk	Most-edited
Talk:Republican_Party_presidential_primaries,_2016	419	https://en.wikipedia.org/wiki/Talk:Republican_Party_presidential_primaries,_2016?oldid=709162954	Article talk	Most-edited
Talk:List_of_state_leaders_in_2016	411	https://en.wikipedia.org/wiki/Talk:List_of_state_leaders_in_2016?oldid=709235253	Article talk	Most-edited
Talk:Democratic_Party_presidential_primaries,_2016	409	https://en.wikipedia.org/wiki/Talk:Democratic_Party_presidential_primaries,_2016?oldid=709290345	Article talk	Most-edited
Talk:Christina_Hoff_Sommers	395	https://en.wikipedia.org/wiki/Talk:Christina_Hoff_Sommers?oldid=709266704	Article talk	Most-edited
Talk:List_of_current_state_leaders_by_date_of_assumption_of_office	348	https://en.wikipedia.org/wiki/Talk:List_of_current_state_leaders_by_date_of_assumption_of_office?oldid=706554317	Article talk	Most-edited
Talk:Jeremy_Corbyn	345	https://en.wikipedia.org/wiki/Talk:Jeremy_Corbyn?oldid=707820732	Article talk	Most-edited
Talk:Hillary_Clinton	338	https://en.wikipedia.org/wiki/Talk:Hillary_Clinton?oldid=708367782	Article talk	Most-edited
Talk:Western_Wall	322	https://en.wikipedia.org/wiki/Talk:Western_Wall?oldid=709263347	Article talk	Most-edited
Talk:Hillary_Clinton_presidential_campaign,_2016	321	https://en.wikipedia.org/wiki/Talk:Hillary_Clinton_presidential_campaign,_2016?oldid=709259995	Article talk	Most-edited
Talk:Genetically_modified_crops	303	https://en.wikipedia.org/wiki/Talk:Genetically_modified_crops?oldid=709211186	Article talk	Most-edited
Talk:Pegida	301	https://en.wikipedia.org/wiki/Talk:Pegida?oldid=709265133	Article talk	Most-edited
Talk:Antonin_Scalia	289	https://en.wikipedia.org/wiki/Talk:Antonin_Scalia?oldid=708695181	Article talk	Most-edited
Talk:Main_Page	288	https://en.wikipedia.org/wiki/Talk:Main_Page?oldid=709253230	Article talk	Most-edited
Talk:Barack_Obama	286	https://en.wikipedia.org/wiki/Talk:Barack_Obama?oldid=709107123	Article talk	Most-edited
Talk:Wave_function	285	https://en.wikipedia.org/wiki/Talk:Wave_function?oldid=709152144	Article talk	Most-edited
Talk:Electronic_cigarette	272	https://en.wikipedia.org/wiki/Talk:Electronic_cigarette?oldid=708893306	Article talk	Most-edited
Talk:First_observation_of_gravitational_waves	266	https://en.wikipedia.org/wiki/Talk:First_observation_of_gravitational_waves?oldid=708746802	Article talk	Most-edited
Talk:Permadeath	249	https://en.wikipedia.org/wiki/Talk:Permadeath?oldid=706638852	Article talk	Most-edited
Talk:List_of_Doctor_Who_serials	246	https://en.wikipedia.org/wiki/Talk:List_of_Doctor_Who_serials?oldid=707327592	Article talk	Most-edited
Talk:Hillary_Clinton_email_controversy	241	https://en.wikipedia.org/wiki/Talk:Hillary_Clinton_email_controversy?oldid=709032616	Article talk	Most-edited
Talk:List_of_state_leaders_in_2015	240	https://en.wikipedia.org/wiki/Talk:List_of_state_leaders_in_2015?oldid=704928843	Article talk	Most-edited
Talk:Main Page	16062	https://en.wikipedia.org/wiki/Talk:Main Page?oldid=709253230	Article talk	Most views
User talk:208.20.220.69	7727	https://en.wikipedia.org/wiki/User talk:208.20.220.69?oldid=306913442	Article talk	Most views
Talk:Bernie Sanders	7559	https://en.wikipedia.org/wiki/Talk:Bernie Sanders?oldid=709282917	Article talk	Most views
Talk:Telephone number	4374	https://en.wikipedia.org/wiki/Talk:Telephone number?oldid=695430425	Article talk	Most views
Talk:Donald Trump	4047	https://en.wikipedia.org/wiki/Talk:Donald Trump?oldid=709269957	Article talk	Most views
Talk:Christina Hoff Sommers	3671	https://en.wikipedia.org/wiki/Talk:Christina Hoff Sommers?oldid=709266704	Article talk	Most views
Talk:Barack Obama	3068	https://en.wikipedia.org/wiki/Talk:Barack Obama?oldid=709107123	Article talk	Most views
Talk:Donald J Drumpf	2596	https://en.wikipedia.org/wiki/Talk:Donald J Drumpf?oldid=708776637	Article talk	Most views
Talk:Peyton Manning	2262	https://en.wikipedia.org/wiki/Talk:Peyton Manning?oldid=709288499	Article talk	Most views
Talk:Cities and towns during the Syrian Civil War	2217	https://en.wikipedia.org/wiki/Talk:Cities and towns during the Syrian Civil War?oldid=709283135	Article talk	Most views
Talk:Volkswagen Golf	2174	https://en.wikipedia.org/wiki/Talk:Volkswagen Golf?oldid=601265640	Article talk	Most views
Talk:Republican Party presidential primaries, 2016	2095	https://en.wikipedia.org/wiki/Talk:Republican Party presidential primaries, 2016?oldid=709162954	Article talk	Most views
Talk:GMO conspiracy theories	1982	https://en.wikipedia.org/wiki/Talk:GMO conspiracy theories?oldid=709213329	Article talk	Most views
Talk:People's Mujahedin of Iran	1957	https://en.wikipedia.org/wiki/Talk:People's Mujahedin of Iran?oldid=709221309	Article talk	Most views
Talk:Free-fall atomic model	1929	https://en.wikipedia.org/wiki/Talk:Free-fall atomic model?oldid=629851148	Article talk	Most views
Talk:Ideology of the SS	1911	https://en.wikipedia.org/wiki/Talk:Ideology of the SS?oldid=708656870	Article talk	Most views
Talk:Democratic Party presidential primaries, 2016	1908	https://en.wikipedia.org/wiki/Talk:Democratic Party presidential primaries, 2016?oldid=709287955	Article talk	Most views
Talk:Fecal vomiting	1804	https://en.wikipedia.org/wiki/Talk:Fecal vomiting?oldid=690526643	Article talk	Most views
Talk:Jewish Bolshevism	1790	https://en.wikipedia.org/wiki/Talk:Jewish Bolshevism?oldid=708469960	Article talk	Most views
Talk:Gamergate controversy	1772	https://en.wikipedia.org/wiki/Talk:Gamergate controversy?oldid=708848667	Article talk	Most views
Talk:Planet Nine	1762	https://en.wikipedia.org/wiki/Talk:Planet Nine?oldid=709238464	Article talk	Most views
Talk:Dollar Shave Club	1732	https://en.wikipedia.org/wiki/Talk:Dollar Shave Club?oldid=708133621	Article talk	Most views
Talk:Alt-right	1697	https://en.wikipedia.org/wiki/Talk:Alt-right?oldid=709256676	Article talk	Most views
Talk:Montage	1664	https://en.wikipedia.org/wiki/Talk:Montage?oldid=315699223	Article talk	Most views
Talk:Indo-Aryan migration theory	1646	https://en.wikipedia.org/wiki/Talk:Indo-Aryan migration theory?oldid=709252736	Article talk	Most views
Talk:Deepak Chopra	1616	https://en.wikipedia.org/wiki/Talk:Deepak Chopra?oldid=709236572	Article talk	Most views
Talk:Monarchy of Canada	1506	https://en.wikipedia.org/wiki/Talk:Monarchy of Canada?oldid=708891049	Article talk	Most views
Talk:Montpelier, Vermont	1489	https://en.wikipedia.org/wiki/Talk:Montpelier, Vermont?oldid=616281899	Article talk	Most views
Talk:Pacific Time Zone	1458	https://en.wikipedia.org/wiki/Talk:Pacific Time Zone?oldid=646247656	Article talk	Most views
Talk:Vladimir Putin	1454	https://en.wikipedia.org/wiki/Talk:Vladimir Putin?oldid=709138011	Article talk	Most views
User talk:The wub	6742	https://en.wikipedia.org/wiki/User talk:The wub?oldid=707647392	User talk	Most views
User talk:Jimbo Wales	6413	https://en.wikipedia.org/wiki/User talk:Jimbo Wales?oldid=709289294	User talk	Most views
User talk:Sir Joseph	3468	https://en.wikipedia.org/wiki/User talk:Sir Joseph?oldid=708937516	User talk	Most views
User talk:Oshwah	3406	https://en.wikipedia.org/wiki/User talk:Oshwah?oldid=709279475	User talk	Most views
User talk:Potguru	2405	https://en.wikipedia.org/wiki/User talk:Potguru?oldid=709077180	User talk	Most views
User talk:Dukartd	2322	https://en.wikipedia.org/wiki/User talk:Dukartd?oldid=211335377	User talk	Most views
User talk:Materialscientist	2005	https://en.wikipedia.org/wiki/User talk:Materialscientist?oldid=709234369	User talk	Most views
User talk:GeneralizationsAreBad	1677	https://en.wikipedia.org/wiki/User talk:GeneralizationsAreBad?oldid=709234326	User talk	Most views
User talk:Ab27826	1656	https://en.wikipedia.org/wiki/User talk:Ab27826?oldid=692223248	User talk	Most views
User talk:Cyberpower678	1616	https://en.wikipedia.org/wiki/User talk:Cyberpower678?oldid=709264015	User talk	Most views
User talk:Moyogo	1521	https://en.wikipedia.org/wiki/User talk:Moyogo?oldid=706855472	User talk	Most views
User talk:Quinx	1467	https://en.wikipedia.org/wiki/User talk:Quinx?oldid=106974465	User talk	Most views
User talk:Primedivine	1467	https://en.wikipedia.org/wiki/User talk:Primedivine?oldid=709198134	User talk	Most views
User talk:Malik Shabazz	1452	https://en.wikipedia.org/wiki/User talk:Malik Shabazz?oldid=709286874	User talk	Most views
User talk:LOLBBQ123	1450	https://en.wikipedia.org/wiki/User talk:LOLBBQ123?oldid=245664353	User talk	Most views
User talk:Bbb23	1449	https://en.wikipedia.org/wiki/User talk:Bbb23?oldid=709279700	User talk	Most views
User talk:Drmies	1380	https://en.wikipedia.org/wiki/User talk:Drmies?oldid=709288432	User talk	Most views
User talk:Apollo1758	1273	https://en.wikipedia.org/wiki/User talk:Apollo1758?oldid=708618020	User talk	Most views
User talk:Bishonen	1243	https://en.wikipedia.org/wiki/User talk:Bishonen?oldid=709251741	User talk	Most views
User talk:SMcCandlish	1241	https://en.wikipedia.org/wiki/User talk:SMcCandlish?oldid=709288958	User talk	Most views
User talk:Doug Weller	1238	https://en.wikipedia.org/wiki/User talk:Doug Weller?oldid=709266445	User talk	Most views
User talk:Northamerica1000	1238	https://en.wikipedia.org/wiki/User talk:Northamerica1000?oldid=709285663	User talk	Most views
User talk:Martinevans123	1236	https://en.wikipedia.org/wiki/User talk:Martinevans123?oldid=709243281	User talk	Most views
User talk:EdJohnston	1216	https://en.wikipedia.org/wiki/User talk:EdJohnston?oldid=709232841	User talk	Most views
User talk:208.99.242.37	1205	https://en.wikipedia.org/wiki/User talk:208.99.242.37?oldid=581697953	User talk	Most views
User talk:69.207.184.9	1197	https://en.wikipedia.org/wiki/User talk:69.207.184.9?oldid=44222211	User talk	Most views
User talk:Diannaa	1172	https://en.wikipedia.org/wiki/User talk:Diannaa?oldid=709288505	User talk	Most views
User talk:Bgwhite	1159	https://en.wikipedia.org/wiki/User talk:Bgwhite?oldid=709263870	User talk	Most views
User talk:ClueBot Commons	1151	https://en.wikipedia.org/wiki/User talk:ClueBot Commons?oldid=709243418	User talk	Most views
User talk:Liz	1137	https://en.wikipedia.org/wiki/User talk:Liz?oldid=709288222	User talk	Most views
