Please do not remove legitimate warnings from your talk page or replace them with inappropriate content. Removing or maliciously altering warnings from your talk page will not remove them from the page history. You're welcome to archive your talk page, but be sure to provide a link to any deleted legitimate comments. If you continue to remove or vandalize legitimate warnings from your talk page, you will lose your privilege of editing your talk page. Thanks.  If you feel that the edit I reverted should not have been reverted, please contact me. -- Omicronpersei8 (talk) 22:58, 29 August 2006 (UTC)	Please stop. If you continue to remove legitimate warning messages from your talk page, you may be blocked from editing Wikipedia.  If you feel that the edit I reverted should not have been reverted, please contact me. -- Omicronpersei8 (talk) 22:59, 29 August 2006 (UTC)
Please stop. If you continue to remove legitimate warning messages from your talk page, you may be blocked from editing Wikipedia.  If you feel that the edit I reverted should not have been reverted, please contact me. -- Omicronpersei8 (talk) 22:59, 29 August 2006 (UTC)	) 23:02, 29 August 2006 (UTC)
	
	 September 2012 )</sup> 23:17, 27 September 2012 (UTC)
	
	
	
	 857 and 858 Absent evidence to the contrary, the 1913 Catholic Encyclopedia would be authoritative on whether the councils in 857 and 858 were the same or separate.  see also:  Carolingian Portraits: A Study in the Ninth Century By Eleanor Shipley Duckett, pp 215-216.   Kenatipo (talk) 20:07, 24 October 2009 (UTC)
 857 and 858 Absent evidence to the contrary, the 1913 Catholic Encyclopedia would be authoritative on whether the councils in 857 and 858 were the same or separate.  see also:  Carolingian Portraits: A Study in the Ninth Century By Eleanor Shipley Duckett, pp 215-216.   Kenatipo (talk) 20:07, 24 October 2009 (UTC)	
	
	
	
	
	
	 March 2010 . Cluebot produces very few false positives, but it does happen. If you believe the change you made should not have been detected as unconstructive, please report it here, remove this warning from your talk page, and then make the edit again.  The following is the log entry regarding this warning: Dow Jones Industrial Average was changed by 68.95.130.192 (u) (t) making a minor change with obscenities on 2010-03-21T15:59:34+00:00  ClueBot (talk) 15:59, 21 March 2010 (UTC)
 March 2010 . Cluebot produces very few false positives, but it does happen. If you believe the change you made should not have been detected as unconstructive, please report it here, remove this warning from your talk page, and then make the edit again.  The following is the log entry regarding this warning: Dow Jones Industrial Average was changed by 68.95.130.192 (u) (t) making a minor change with obscenities on 2010-03-21T15:59:34+00:00  ClueBot (talk) 15:59, 21 March 2010 (UTC)	
	 Welcome to Wikipedia! Hello, , and welcome to Wikipedia! Thank you for experimenting with our encyclopedia. The test edit you made  worked, and it has been reverted or removed. Please use the sandbox for any other tests you may want to do.Here are a few good links for newcomers: *The five pillars of WikipediaHow to edit a pageTips on starting your first articleHelp pagesTutorial I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~&#126;~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Where to ask a question, ask me on my talk page, or type <code>{&#123;helpme}}</code> here on your talk page and someone will show up shortly to answer your questions. Again, welcome!  <strong><font color="red">Ka</font>renjc</strong> 18:13, 28 March 2009 (UTC)
	
	 June 2010 ) 17:13, 10 June 2010 (UTC)
 June 2010 ) 17:13, 10 June 2010 (UTC)	If this is a shared IP address, and you didn't make the edit, consider creating an account for yourself so you can avoid further irrelevant notices. 
	 July 2014 . * ClueBot NG makes very few mistakes, but it does happen. If you believe the change you made was constructive, please read about it, [ report it here], remove this message from your talk page, and then make the edit again. For help, take a look at the introduction. The following is the log entry regarding this message: Unclean animal was changed by Anafrican (u) (t) ANN scored at 0.854145 on 2014-07-17T17:44:27+00:00  ClueBot NG (talk) 17:44, 17 July 2014 (UTC)
 July 2014 . * ClueBot NG makes very few mistakes, but it does happen. If you believe the change you made was constructive, please read about it, [ report it here], remove this message from your talk page, and then make the edit again. For help, take a look at the introduction. The following is the log entry regarding this message: Unclean animal was changed by Anafrican (u) (t) ANN scored at 0.854145 on 2014-07-17T17:44:27+00:00  ClueBot NG (talk) 17:44, 17 July 2014 (UTC)	
	
	 October 2009 )</sub> 00:56, 7 October 2009 (UTC)
	
	
	
	How?"Robert Breckenridge (1720–1773), here termed Colonel Robert Breckenridge, Captain in Virginia militia during the French and Indian War and officer in the Revolutionary Army" - How can he have been in the Revolutionary Army if he died in 1773? TuckerResearch (talk) 01:30, 5 July 2011 (UTC)
	
	
